Random seed, 12, training time, 5786.077535390854
Random seed, 19, training time, 6122.282885551453
Random seed, 39, training time, 6662.979701757431
Random seed, 7, training time, 7027.07160615921
Random seed, 13, training time, 7844.83468914032
Random seed, 26, training time, 8249.0517141819
Random seed, 30, training time, 7973.78512263298
Random seed, 48, training time, 8567.694959878922
Random seed, 5, training time, 8494.156903028488
Random seed, 23, training time, 8737.969387292862
Random seed, 28, training time, 8851.718660116196
Random seed, 9, training time, 9694.670047521591
Random seed, 10, training time, 9953.194846630096
Random seed, 37, training time, 9966.414439201355
Random seed, 6, training time, 10183.077002048492
Random seed, 47, training time, 10115.05182003975
Random seed, 16, training time, 10522.3924305439
Random seed, 20, training time, 10897.759562253952
Random seed, 25, training time, 11675.614057064056
Random seed, 36, training time, 11971.295045375824
Random seed, 2, training time, 11884.08120584488
Random seed, 1, training time, 12389.643299818039
Random seed, 24, training time, 12273.514755010605
Random seed, 50, training time, 13182.94525384903
Random seed, 11, training time, 13243.485487222672
Random seed, 14, training time, 13592.638721227646
Random seed, 27, training time, 13614.469293355942
Random seed, 29, training time, 13531.916221618652
Random seed, 43, training time, 13998.636986494064
Random seed, 3, training time, 14468.458292722702
Random seed, 31, training time, 14718.95402956009
Random seed, 38, training time, 14873.61872959137
Random seed, 34, training time, 15045.726044893265
Random seed, 4, training time, 14969.016566038132
Random seed, 49, training time, 15207.197231292725
Random seed, 42, training time, 15918.481884717941
Random seed, 41, training time, 16191.373740911484
Random seed, 8, training time, 16984.437289237976
Random seed, 32, training time, 17870.796931028366
Random seed, 45, training time, 17495.20061326027
Random seed, 40, training time, 18021.92689847946
Random seed, 15, training time, 18650.28689312935
Random seed, 44, training time, 19276.816030979156
Random seed, 46, training time, 20526.564205884933
Random seed, 18, training time, 21106.379247903824
Random seed, 33, training time, 23333.51359820366
