Epoch, 9
Random seed, 18, forward time, 743.5093173980713, inference time, 4310.146967172623, qp time, 3622.2460033893585, backward_time, 1867.369428396225
forward time,0,82.1651349067688,81.94645810127258,81.63231992721558,82.64406514167786,82.0638976097107,81.95750594139099,81.43713569641113,84.10779070854187,85.55500936508179
inference time,0,524.0969045162201,447.2021086215973,504.2824685573578,515.3179113864899,461.4757308959961,438.2133800983429,424.57069730758667,486.6678924560547,508.3198733329773
qp time,0,399.1960289478302,404.39144921302795,394.5730514526367,407.26017141342163,401.4789493083954,398.23173093795776,385.2694025039673,408.9078528881073,422.9373667240143
backward time,0,203.93051648139954,210.6040871143341,202.2390205860138,211.574609041214,209.73178434371948,205.8426742553711,201.81866669654846,208.83591723442078,212.79215264320374
