Epoch, 8
Random seed, 25, forward time, 684.8497493267059, inference time, 4606.405831336975, qp time, 3290.196486234665, backward_time, 1633.399570465088
forward time,0,88.48399019241333,88.42102384567261,89.11056995391846,88.21959066390991,84.50657510757446,83.79787421226501,81.22989106178284,81.08023428916931
inference time,0,251.81045627593994,597.1075522899628,486.128071308136,758.6951940059662,624.0910756587982,707.795881986618,588.4090299606323,592.3685698509216
qp time,0,434.3897922039032,469.10428190231323,440.85284519195557,430.0841884613037,395.8333463668823,386.2386848926544,366.0280900001526,367.6652572154999
backward time,0,214.01981568336487,224.39046216011047,225.43659949302673,217.0292899608612,198.90945386886597,189.6057631969452,181.03169775009155,182.9764883518219
