Epoch, 9
Random seed, 7, forward time, 860.3884236812592, inference time, 4611.470285892487, qp time, 1301.298032283783, backward_time, 2265.8686134815216
forward time,0,98.07741022109985,97.76364493370056,95.355144739151,95.8525857925415,95.25592136383057,94.27977561950684,94.12943577766418,94.01263689994812,95.66186833381653
inference time,0,702.343893289566,594.1429917812347,578.1074995994568,527.6231887340546,482.8179223537445,485.27872037887573,414.18503046035767,420.69121289253235,406.2798264026642
qp time,0,146.42880773544312,148.0669720172882,135.84200382232666,147.53191614151,150.51715183258057,144.12006282806396,141.54593205451965,141.7262351512909,145.5189507007599
backward time,0,260.6290454864502,256.9612865447998,243.77547693252563,251.99900555610657,257.1942455768585,245.77078890800476,247.72346758842468,246.8955352306366,254.91976165771484
