Epoch, 6
Random seed, 0, forward time, 1678.4455966949463, qp time, 6997.801909208298, backward_time, 1546.3978261947632
forward time,0,0,280.5582456588745,280.90816140174866,279.40674781799316,278.5866174697876,279.405636548996,279.5801877975464
qp time,0,0,1160.2425243854523,1161.4727759361267,1164.8163423538208,1158.3323707580566,1173.7486424446106,1179.1892533302307
backward time,0,0,252.42894077301025,255.1156086921692,258.09505796432495,255.13572645187378,262.9593300819397,262.6631622314453
