Epoch, 6
Random seed, 0, forward time, 2247.538548707962, qp time, 572.3046581745148, backward_time, 2122.3180339336395
forward time,0,0,379.8935420513153,373.4628894329071,376.6361129283905,375.2319152355194,374.0097162723541,368.3043727874756
qp time,0,0,99.25306057929993,93.84143686294556,96.71310830116272,94.96612524986267,95.22251963615417,92.30840754508972
backward time,0,0,357.65894198417664,351.5713107585907,352.266095161438,356.20010113716125,355.2958300113678,349.32575488090515
