Epoch, 8
Random seed, 0, forward time, 75.0194251537323, inference time, 619.9488260746002, qp time, 110.07778072357178, backward_time, 185.15897274017334
forward time,0,0,9.328423976898193,9.361607551574707,9.391199111938477,9.34937834739685,9.423311948776245,9.38067364692688,9.365955114364624,9.418875455856323
inference time,0,0,57.15269613265991,94.0675299167633,76.34174728393555,67.9626533985138,74.96000337600708,76.391521692276,91.5161190032959,81.55655527114868
qp time,0,0,12.190305709838867,13.382488489151001,15.2331383228302,12.893510818481445,13.332273006439209,15.145164251327515,13.473336696624756,14.427563428878784
backward time,0,0,21.803870916366577,22.78753972053528,24.069811820983887,22.146759033203125,22.82506227493286,24.24695587158203,23.105152368545532,24.173820734024048
