Epoch, 7
Random seed, 0, forward time, 86.99449825286865, inference time, 982.27184009552, qp time, 167.8836498260498, backward_time, 207.7456934452057
forward time,0,0,12.391358137130737,12.397640228271484,12.439331531524658,12.455601215362549,12.362115144729614,12.495789766311646,12.452662229537964
inference time,0,0,107.29918432235718,162.3834376335144,103.03279399871826,117.69251132011414,159.85084772109985,155.70525979995728,176.3078052997589
qp time,0,0,16.04938793182373,34.144898891448975,17.001512050628662,30.581562757492065,17.479809045791626,18.90613293647766,33.720346212387085
backward time,0,0,28.65665912628174,28.890113592147827,29.12474036216736,30.36755084991455,29.650562524795532,30.960972547531128,30.095094442367554
