Epoch, 6
Random seed, 0, forward time, 1030.4363672733307, qp time, 220.4469006061554, backward_time, 913.2352659702301
forward time,0,0,173.40652680397034,170.92731833457947,171.00202822685242,170.35279059410095,172.5849254131317,172.1627779006958
qp time,0,0,40.20707702636719,35.54252815246582,35.36035752296448,36.227116107940674,36.94475436210632,36.16506743431091
backward time,0,0,154.20663905143738,150.64047861099243,149.55414628982544,149.18537163734436,154.30981254577637,155.33881783485413
