Epoch, 6
Random seed, 0, forward time, 980.1267805099487, qp time, 128.87930011749268, backward_time, 255.57003808021545
forward time,0,0,188.9839324951172,202.19717454910278,149.3978807926178,148.07957410812378,145.64914798736572,145.81907057762146
qp time,0,0,19.765542030334473,20.71626091003418,21.89253306388855,21.6684672832489,22.37872314453125,22.457773685455322
backward time,0,0,74.97425818443298,75.81746220588684,75.64949750900269,29.113090753555298,0.007094860076904297,0.008634567260742188
