Epoch, 6
Random seed, 0, forward time, 1497.2780566215515, qp time, 207.85875725746155, backward_time, 532.5660600662231
forward time,0,0,290.9957811832428,223.2301890850067,241.71103310585022,240.71375560760498,239.08053040504456,261.54676723480225
qp time,0,0,29.725868701934814,35.27980351448059,35.35189652442932,35.887004137039185,35.16810321807861,36.44608116149902
backward time,0,0,82.77886867523193,88.71508026123047,88.76910090446472,90.75220823287964,90.3569746017456,91.19382739067078
