Epoch, 9
Random seed, 9, forward time, 501.3855457305908, inference time, 1540.2905344963074, qp time, 2356.5429887771606, backward_time, 1270.403121471405
forward time,0,57.579110860824585,56.18969130516052,55.93729877471924,55.910884141922,55.03121542930603,55.05906891822815,55.13072061538696,55.23468208312988,55.31287360191345
inference time,0,309.65460896492004,156.18105101585388,155.60675024986267,155.46368765830994,152.4539031982422,151.69305539131165,153.03487825393677,153.00620436668396,153.19639539718628
qp time,0,280.24080872535706,267.37418270111084,265.85552310943604,265.2303659915924,254.39846777915955,251.72288274765015,257.87482023239136,256.08127999305725,257.764657497406
backward time,0,146.35352420806885,144.804705619812,144.01472425460815,142.5723671913147,138.68788599967957,137.59512734413147,137.5572633743286,139.1515257358551,139.66599774360657
