Epoch, 9
Random seed, 22, forward time, 382.8095188140869, inference time, 3418.0374143123627, qp time, 583.9371168613434, backward_time, 967.8116772174835
forward time,0,42.64308500289917,42.28935885429382,42.90978479385376,41.994279623031616,42.388792753219604,43.05498790740967,41.67183709144592,43.15214967727661,42.70524311065674
inference time,0,389.8704557418823,383.8745005130768,354.75724387168884,324.5457351207733,385.41200971603394,426.0050983428955,347.1622564792633,380.2846612930298,426.1254532337189
qp time,0,59.01364850997925,56.98919892311096,61.23460268974304,61.77744102478027,66.40756678581238,65.21896266937256,67.30636477470398,75.37618803977966,70.61314344406128
backward time,0,102.14214038848877,98.93089199066162,105.77984666824341,102.88880038261414,108.10302519798279,107.02828359603882,108.60091400146484,119.49232840538025,114.84544658660889
