Epoch, 6
Random seed, 0, forward time, 413.065190076828, qp time, 138.44497895240784, backward_time, 379.3357563018799
forward time,0,0,70.01506280899048,68.44908118247986,68.29639840126038,68.28985619544983,68.84186434745789,69.17292714118958
qp time,0,0,24.296160221099854,22.70635676383972,22.694496870040894,22.61652112007141,22.54154920578003,23.589894771575928
backward time,0,0,67.30605387687683,61.4759087562561,61.16105890274048,61.30566453933716,61.141841411590576,66.94522881507874
