Epoch, 6
Random seed, 0, forward time, 3601.6054689884186, qp time, 744.952267408371, backward_time, 1687.3416709899902
forward time,0,0,419.6130905151367,550.4060795307159,616.9273707866669,649.9347767829895,673.2121450901031,691.5120062828064
qp time,0,0,45.56574368476868,116.82683730125427,138.35159063339233,140.69227814674377,149.4631791114807,154.0526385307312
backward time,0,0,212.55848169326782,281.0437207221985,296.5856773853302,291.3569073677063,301.92270970344543,303.874174118042
