Epoch, 5
Random seed, 0, forward time, 2.61806058883667, qp time, 4.267692565917969e-05, backward_time, 3.936504364013672
forward time,0,0,0.5299534797668457,0.5129976272583008,0.5263419151306152,0.5272512435913086,0.5215163230895996
qp time,0,0,7.3909759521484375e-06,6.67572021484375e-06,1.4066696166992188e-05,7.152557373046875e-06,7.3909759521484375e-06
backward time,0,0,0.8454263210296631,0.7643096446990967,0.7779228687286377,0.7832121849060059,0.7656333446502686
