Epoch, 6
Random seed, 0, forward time, 241.98652458190918, qp time, 86.74453735351562, backward_time, 210.91309714317322
forward time,0,0,39.96767497062683,40.41419720649719,40.352251291275024,40.32883906364441,40.343629360198975,40.57993268966675
qp time,0,0,16.617992639541626,14.30909252166748,13.991994619369507,13.829601287841797,13.88905382156372,14.106802463531494
backward time,0,0,34.32081460952759,35.360743045806885,35.32441520690918,35.129454135894775,35.35895562171936,35.41871452331543
