Epoch, 8
Random seed, 7, forward time, 73.91979551315308, inference time, 910.1460764408112, qp time, 109.04661560058594, backward_time, 174.99621272087097
forward time,0,9.28810167312622,9.295222759246826,9.294151544570923,9.299816370010376,9.19062066078186,9.189777612686157,9.184181690216064,9.177923202514648
inference time,0,85.00244760513306,99.74067234992981,117.89714336395264,113.36122536659241,102.76561546325684,112.10273814201355,135.95050883293152,143.32572531700134
qp time,0,13.003964900970459,13.612130165100098,13.736301183700562,14.119658946990967,12.883877754211426,12.875674962997437,14.065210580825806,14.749797105789185
backward time,0,22.08388876914978,22.226590871810913,22.215026140213013,22.430235147476196,20.93101930618286,20.878363847732544,21.991825580596924,22.23926305770874
