Epoch, 6
Random seed, 0, forward time, 51.142229080200195, qp time, 7.736369848251343, backward_time, 15.63122820854187
forward time,0,0,8.933188915252686,8.889430046081543,8.09602403640747,9.131385087966919,8.78266191482544,7.309539079666138
qp time,0,0,1.717787742614746,1.0692307949066162,1.1178185939788818,1.2363395690917969,1.2567942142486572,1.3383989334106445
backward time,0,0,2.943749189376831,2.9623782634735107,3.0389211177825928,3.172848701477051,3.262877941131592,0.25045299530029297
