Random seed, 12, forward time, 2.720402240753174, inference time, 45.611433029174805, qp time, 288.3439657688141, backward_time, 5.587961196899414, epoch, 9
Random seed, 19, forward time, 2.3746633529663086, inference time, 75.85047626495361, qp time, 315.81914925575256, backward_time, 5.863763809204102, epoch, 9
Random seed, 13, forward time, 2.325439453125, inference time, 93.13593769073486, qp time, 364.4836747646332, backward_time, 6.288125276565552, epoch, 9
Random seed, 3, forward time, 2.3007497787475586, inference time, 83.25375652313232, qp time, 430.5003762245178, backward_time, 5.939647912979126, epoch, 7
Random seed, 17, forward time, 3.321110725402832, inference time, 112.62469148635864, qp time, 401.26587748527527, backward_time, 6.92585301399231, epoch, 10
Random seed, 5, forward time, 3.532914400100708, inference time, 100.0745530128479, qp time, 451.4216058254242, backward_time, 7.702585935592651, epoch, 11
Random seed, 25, forward time, 2.951050281524658, inference time, 112.9166738986969, qp time, 545.94318151474, backward_time, 8.104288578033447, epoch, 10
Random seed, 26, forward time, 3.8207600116729736, inference time, 126.33777785301208, qp time, 618.1058583259583, backward_time, 10.032236576080322, epoch, 14
Random seed, 21, forward time, 2.9172587394714355, inference time, 79.94729208946228, qp time, 675.5503113269806, backward_time, 7.682925701141357, epoch, 7
Random seed, 16, forward time, 4.869136571884155, inference time, 73.58960676193237, qp time, 733.2291641235352, backward_time, 11.170105218887329, epoch, 14
Random seed, 9, forward time, 5.19134521484375, inference time, 98.95574188232422, qp time, 705.3725953102112, backward_time, 10.846812725067139, epoch, 13
Random seed, 20, forward time, 4.604829549789429, inference time, 132.3441767692566, qp time, 695.563042640686, backward_time, 10.350733041763306, epoch, 13
Random seed, 30, forward time, 5.35936427116394, inference time, 168.05166387557983, qp time, 667.7007429599762, backward_time, 11.830286264419556, epoch, 17
Random seed, 29, forward time, 5.515026569366455, inference time, 133.0662021636963, qp time, 880.726039648056, backward_time, 12.665547847747803, epoch, 13
Random seed, 28, forward time, 5.941341876983643, inference time, 165.9765613079071, qp time, 878.1186027526855, backward_time, 14.937240362167358, epoch, 21
Random seed, 14, forward time, 4.438278913497925, inference time, 163.68678212165833, qp time, 917.0421712398529, backward_time, 12.849660158157349, epoch, 15
Random seed, 8, forward time, 3.9064040184020996, inference time, 153.05789375305176, qp time, 1060.2086193561554, backward_time, 13.712080478668213, epoch, 14
Random seed, 23, forward time, 7.01599907875061, inference time, 229.09008693695068, qp time, 1017.3522033691406, backward_time, 17.05346155166626, epoch, 24
Random seed, 10, forward time, 8.515608072280884, inference time, 153.9971261024475, qp time, 1149.9225504398346, backward_time, 17.894517421722412, epoch, 22
Random seed, 7, forward time, 10.231457471847534, inference time, 235.9045877456665, qp time, 1019.985878944397, backward_time, 18.030057191848755, epoch, 26
Random seed, 18, forward time, 5.658023834228516, inference time, 191.0702223777771, qp time, 1155.9089336395264, backward_time, 15.155115604400635, epoch, 16
Random seed, 15, forward time, 5.970379829406738, inference time, 193.87759375572205, qp time, 1255.4140293598175, backward_time, 15.795156240463257, epoch, 16
Random seed, 27, forward time, 7.210856199264526, inference time, 248.3738992214203, qp time, 1294.270826101303, backward_time, 18.024431228637695, epoch, 21
Random seed, 11, forward time, 8.68111777305603, inference time, 264.1234619617462, qp time, 1369.3733150959015, backward_time, 20.02136254310608, epoch, 24
Random seed, 24, forward time, 10.415921926498413, inference time, 227.58288979530334, qp time, 1514.4948987960815, backward_time, 21.510635375976562, epoch, 26
Random seed, 2, forward time, 7.096658706665039, inference time, 322.34994077682495, qp time, 1437.5283031463623, backward_time, 21.157748222351074, epoch, 27
Random seed, 6, forward time, 13.735419034957886, inference time, 304.8606061935425, qp time, 1593.314633846283, backward_time, 24.713191032409668, epoch, 31
Random seed, 4, forward time, 11.570240020751953, inference time, 362.25020956993103, qp time, 1980.146133184433, backward_time, 27.266647577285767, epoch, 31
Random seed, 1, forward time, 5.310128450393677, inference time, 270.83295726776123, qp time, 2612.327222585678, backward_time, 23.647533178329468, epoch, 16
Random seed, 22, forward time, 19.451483964920044, inference time, 453.57380414009094, qp time, 6627.357091426849, backward_time, 60.76688480377197, epoch, 40
