Random seed, 29, forward time, 5.8549768924713135, inference time, 1489.3283107280731, qp time, 131.93337512016296, backward_time, 15.367311716079712, epoch, 6
Random seed, 17, forward time, 5.6591362953186035, inference time, 1693.5457336902618, qp time, 133.29474472999573, backward_time, 15.487748622894287, epoch, 6
Random seed, 7, forward time, 9.12475872039795, inference time, 2140.0791399478912, qp time, 207.47272992134094, backward_time, 24.509557008743286, epoch, 10
Random seed, 16, forward time, 5.431564807891846, inference time, 1910.5093331336975, qp time, 140.1535062789917, backward_time, 15.879765272140503, epoch, 6
Random seed, 28, forward time, 6.441601276397705, inference time, 2030.2808501720428, qp time, 139.33401584625244, backward_time, 17.511178016662598, epoch, 6
Random seed, 10, forward time, 9.598711252212524, inference time, 2672.3374338150024, qp time, 222.316321849823, backward_time, 25.46215033531189, epoch, 10
Random seed, 2, forward time, 9.280308246612549, inference time, 2700.804441213608, qp time, 225.57706952095032, backward_time, 25.686395168304443, epoch, 11
Random seed, 21, forward time, 9.530472993850708, inference time, 2297.104317188263, qp time, 179.44666290283203, backward_time, 25.30751895904541, epoch, 9
Random seed, 5, forward time, 7.355060577392578, inference time, 2808.9912717342377, qp time, 190.44101190567017, backward_time, 20.46510410308838, epoch, 8
Random seed, 14, forward time, 12.811110258102417, inference time, 3198.21977519989, qp time, 314.37411284446716, backward_time, 35.904088258743286, epoch, 15
Random seed, 27, forward time, 11.00983476638794, inference time, 3154.604876279831, qp time, 231.88613939285278, backward_time, 28.382692575454712, epoch, 11
Random seed, 30, forward time, 13.319393157958984, inference time, 3624.096622467041, qp time, 320.67167234420776, backward_time, 35.656813859939575, epoch, 14
Random seed, 11, forward time, 16.819541692733765, inference time, 4247.184061765671, qp time, 405.5072863101959, backward_time, 47.34115433692932, epoch, 19
Random seed, 22, forward time, 15.644273519515991, inference time, 4215.157677650452, qp time, 400.3099572658539, backward_time, 44.301817178726196, epoch, 18
Random seed, 20, forward time, 16.349019765853882, inference time, 4687.572009801865, qp time, 370.3776867389679, backward_time, 45.57679009437561, epoch, 17
Random seed, 8, forward time, 20.706707239151, inference time, 5041.415226221085, qp time, 394.488080739975, backward_time, 52.68708610534668, epoch, 18
Random seed, 4, forward time, 18.268117904663086, inference time, 5258.832095861435, qp time, 456.0638394355774, backward_time, 51.628692865371704, epoch, 19
Random seed, 12, forward time, 15.934290409088135, inference time, 5297.518936157227, qp time, 364.600270986557, backward_time, 42.44702887535095, epoch, 17
Random seed, 25, forward time, 17.997408390045166, inference time, 5549.598524570465, qp time, 423.09641766548157, backward_time, 49.337931632995605, epoch, 18
Random seed, 1, forward time, 17.17305326461792, inference time, 6053.052085638046, qp time, 354.53983759880066, backward_time, 41.59069323539734, epoch, 16
Random seed, 23, forward time, 19.574681520462036, inference time, 5800.446022510529, qp time, 452.06628131866455, backward_time, 55.02903127670288, epoch, 21
Random seed, 26, forward time, 24.1587553024292, inference time, 5993.460971832275, qp time, 512.296061038971, backward_time, 63.05444145202637, epoch, 26
Random seed, 24, forward time, 20.918084144592285, inference time, 6513.524749994278, qp time, 464.31582403182983, backward_time, 51.3452844619751, epoch, 22
Random seed, 9, forward time, 29.180307865142822, inference time, 7094.915688753128, qp time, 596.7663130760193, backward_time, 76.64474129676819, epoch, 28
Random seed, 3, forward time, 25.3969943523407, inference time, 7108.561859369278, qp time, 496.9968566894531, backward_time, 66.90191841125488, epoch, 25
Random seed, 6, forward time, 24.115258932113647, inference time, 7725.084701538086, qp time, 459.43437576293945, backward_time, 59.021634101867676, epoch, 22
Random seed, 15, forward time, 29.64350414276123, inference time, 8180.967222690582, qp time, 700.8775033950806, backward_time, 81.1973922252655, epoch, 33
Random seed, 18, forward time, 22.782984972000122, inference time, 8621.753160238266, qp time, 446.63835883140564, backward_time, 59.70407509803772, epoch, 21
Random seed, 19, forward time, 27.926958322525024, inference time, 9080.343447685242, qp time, 544.739200592041, backward_time, 63.1514630317688, epoch, 23
Random seed, 13, forward time, 28.67994451522827, inference time, 10382.013624668121, qp time, 710.9416313171387, backward_time, 76.88168358802795, epoch, 30
