Random seed, 5, forward time, 13.931957006454468, inference time, 18.786295652389526, qp time, 1.3189852237701416, backward_time, 20.981960773468018, epoch, 30
Random seed, 7, forward time, 7.278565168380737, inference time, 25.422799587249756, qp time, 1.220862627029419, backward_time, 10.696195363998413, epoch, 19
Random seed, 8, forward time, 5.175259351730347, inference time, 22.691516160964966, qp time, 1.2383685111999512, backward_time, 7.5361008644104, epoch, 14
Random seed, 4, forward time, 11.8560049533844, inference time, 17.497530698776245, qp time, 1.140577793121338, backward_time, 19.449284076690674, epoch, 24
Random seed, 3, forward time, 7.71207332611084, inference time, 22.087451219558716, qp time, 1.2690703868865967, backward_time, 11.351201295852661, epoch, 18
Random seed, 2, forward time, 12.846491813659668, inference time, 17.57107639312744, qp time, 1.1610782146453857, backward_time, 21.063162088394165, epoch, 22
Random seed, 10, forward time, 8.686909437179565, inference time, 21.121262550354004, qp time, 1.076514482498169, backward_time, 11.981953382492065, epoch, 25
Random seed, 6, forward time, 12.422063112258911, inference time, 25.34715223312378, qp time, 1.2527203559875488, backward_time, 17.03623652458191, epoch, 33
Random seed, 13, forward time, 8.188032865524292, inference time, 24.37775707244873, qp time, 1.2053916454315186, backward_time, 11.728588581085205, epoch, 20
Random seed, 17, forward time, 5.049881219863892, inference time, 26.45221710205078, qp time, 1.1075148582458496, backward_time, 7.224030256271362, epoch, 13
Random seed, 9, forward time, 7.435077428817749, inference time, 24.629976749420166, qp time, 1.3937819004058838, backward_time, 11.367852926254272, epoch, 15
Random seed, 11, forward time, 16.44435143470764, inference time, 20.887685537338257, qp time, 1.210374116897583, backward_time, 26.487905025482178, epoch, 30
Random seed, 1, forward time, 18.83773398399353, inference time, 31.35318684577942, qp time, 1.2115867137908936, backward_time, 28.031781911849976, epoch, 45
Random seed, 16, forward time, 12.603062391281128, inference time, 28.381088256835938, qp time, 1.401954174041748, backward_time, 20.18485426902771, epoch, 21
Random seed, 24, forward time, 5.928215980529785, inference time, 21.86624312400818, qp time, 1.2522366046905518, backward_time, 8.937143802642822, epoch, 13
Random seed, 14, forward time, 12.31143307685852, inference time, 32.10605263710022, qp time, 1.3860688209533691, backward_time, 18.771987438201904, epoch, 26
Random seed, 25, forward time, 2.137387990951538, inference time, 22.25376796722412, qp time, 1.0957756042480469, backward_time, 2.8259847164154053, epoch, 7
Random seed, 18, forward time, 16.0743145942688, inference time, 25.626821756362915, qp time, 1.363966703414917, backward_time, 20.804198026657104, epoch, 43
Random seed, 12, forward time, 13.997166872024536, inference time, 31.340975761413574, qp time, 1.5059247016906738, backward_time, 23.2089204788208, epoch, 21
Random seed, 21, forward time, 12.635758876800537, inference time, 23.654690980911255, qp time, 1.0404562950134277, backward_time, 21.163758039474487, epoch, 23
Random seed, 15, forward time, 8.60897183418274, inference time, 31.41377329826355, qp time, 1.421870470046997, backward_time, 13.249176502227783, epoch, 17
Random seed, 29, forward time, 13.446405172348022, inference time, 25.12693762779236, qp time, 1.3072350025177002, backward_time, 21.787830352783203, epoch, 23
Random seed, 30, forward time, 11.908843040466309, inference time, 25.171828269958496, qp time, 1.3080759048461914, backward_time, 16.08141851425171, epoch, 31
Random seed, 19, forward time, 19.877519607543945, inference time, 29.689175844192505, qp time, 1.3472158908843994, backward_time, 33.457982778549194, epoch, 30
Random seed, 20, forward time, 16.271501779556274, inference time, 28.78562307357788, qp time, 1.502377986907959, backward_time, 20.60283374786377, epoch, 41
Random seed, 26, forward time, 12.299468040466309, inference time, 33.53058671951294, qp time, 1.1660165786743164, backward_time, 18.12871551513672, epoch, 30
Random seed, 22, forward time, 28.131020545959473, inference time, 27.517804622650146, qp time, 1.3790812492370605, backward_time, 43.43107509613037, epoch, 55
Random seed, 27, forward time, 13.640762567520142, inference time, 32.246349573135376, qp time, 1.4209163188934326, backward_time, 24.99471879005432, epoch, 14
Random seed, 23, forward time, 20.757243156433105, inference time, 38.48864722251892, qp time, 1.8578920364379883, backward_time, 32.33233594894409, epoch, 28
Random seed, 28, forward time, 27.111870050430298, inference time, 34.533703327178955, qp time, 1.61407470703125, backward_time, 45.310654401779175, epoch, 38
