Random seed, 26, forward time, 27.003677368164062, inference time, 515.9554526805878, qp time, 9.078257322311401, backward_time, 31.594067811965942, epoch, 27
Random seed, 2, forward time, 26.15092945098877, inference time, 470.55378103256226, qp time, 9.224106311798096, backward_time, 28.516241788864136, epoch, 28
Random seed, 21, forward time, 65.60053133964539, inference time, 551.2422816753387, qp time, 9.68787956237793, backward_time, 74.33236050605774, epoch, 63
Random seed, 11, forward time, 21.762953519821167, inference time, 653.1298789978027, qp time, 12.091228723526001, backward_time, 20.746538877487183, epoch, 22
Random seed, 9, forward time, 22.99288320541382, inference time, 587.3408718109131, qp time, 9.914823293685913, backward_time, 29.841583967208862, epoch, 19
Random seed, 16, forward time, 49.116310596466064, inference time, 619.2214114665985, qp time, 10.86935544013977, backward_time, 64.36124587059021, epoch, 37
Random seed, 6, forward time, 13.53348422050476, inference time, 678.2557468414307, qp time, 10.45387077331543, backward_time, 14.593719244003296, epoch, 13
Random seed, 20, forward time, 16.174436330795288, inference time, 639.7162313461304, qp time, 10.124753475189209, backward_time, 18.902342557907104, epoch, 15
Random seed, 17, forward time, 63.54215621948242, inference time, 640.4714243412018, qp time, 12.275962352752686, backward_time, 75.84617590904236, epoch, 54
Random seed, 22, forward time, 27.60707712173462, inference time, 540.4323964118958, qp time, 10.324254274368286, backward_time, 29.58429527282715, epoch, 26
Random seed, 30, forward time, 36.13716173171997, inference time, 704.0774891376495, qp time, 13.497916221618652, backward_time, 41.84862947463989, epoch, 29
Random seed, 18, forward time, 24.032405853271484, inference time, 910.5259246826172, qp time, 10.373173475265503, backward_time, 26.182588815689087, epoch, 22
Random seed, 3, forward time, 9.525466203689575, inference time, 789.972030878067, qp time, 12.382161617279053, backward_time, 11.134472846984863, epoch, 8
Random seed, 4, forward time, 16.730876922607422, inference time, 717.0654644966125, qp time, 11.482777118682861, backward_time, 19.150615215301514, epoch, 16
Random seed, 10, forward time, 49.52124834060669, inference time, 760.7390751838684, qp time, 10.488310098648071, backward_time, 53.59787321090698, epoch, 46
Random seed, 25, forward time, 25.771120309829712, inference time, 722.0006539821625, qp time, 10.654537439346313, backward_time, 30.665282487869263, epoch, 22
Random seed, 14, forward time, 34.18121314048767, inference time, 833.3663940429688, qp time, 10.747222185134888, backward_time, 46.667688846588135, epoch, 25
Random seed, 29, forward time, 57.92824602127075, inference time, 791.7522678375244, qp time, 13.250020742416382, backward_time, 59.835572719573975, epoch, 52
Random seed, 7, forward time, 13.403539896011353, inference time, 621.243492603302, qp time, 11.698423862457275, backward_time, 15.469048738479614, epoch, 13
Random seed, 5, forward time, 17.987343311309814, inference time, 659.4603586196899, qp time, 10.526792287826538, backward_time, 19.43520712852478, epoch, 17
Random seed, 23, forward time, 10.75246262550354, inference time, 663.8441500663757, qp time, 10.74512243270874, backward_time, 13.546236753463745, epoch, 9
Random seed, 8, forward time, 25.748514652252197, inference time, 793.0187320709229, qp time, 9.92254638671875, backward_time, 32.3085663318634, epoch, 22
Random seed, 19, forward time, 21.403039693832397, inference time, 690.3900299072266, qp time, 13.184081315994263, backward_time, 24.037669897079468, epoch, 19
Random seed, 24, forward time, 19.730555772781372, inference time, 585.4229743480682, qp time, 11.071078062057495, backward_time, 22.70296287536621, epoch, 18
Random seed, 1, forward time, 21.782955169677734, inference time, 930.5541133880615, qp time, 9.96476697921753, backward_time, 22.641979694366455, epoch, 23
Random seed, 12, forward time, 16.965410470962524, inference time, 903.7736256122589, qp time, 11.046649694442749, backward_time, 20.595269918441772, epoch, 14
Random seed, 27, forward time, 16.389704942703247, inference time, 840.6722733974457, qp time, 13.528499841690063, backward_time, 16.26115584373474, epoch, 15
Random seed, 15, forward time, 39.86782932281494, inference time, 1078.9583225250244, qp time, 10.777215719223022, backward_time, 44.25380825996399, epoch, 36
Random seed, 28, forward time, 10.206933975219727, inference time, 1213.2321650981903, qp time, 11.407268762588501, backward_time, 11.527870416641235, epoch, 8
Random seed, 13, forward time, 11.558826684951782, inference time, 766.0047478675842, qp time, 11.55008053779602, backward_time, 13.99234938621521, epoch, 9
