Random seed, 8, forward time, 442.02070689201355, qp time, 25.535496950149536, backward_time, 7.567173957824707
Random seed, 2, forward time, 595.0554957389832, qp time, 37.882317543029785, backward_time, 20.1063129901886
Random seed, 3, forward time, 613.6763489246368, qp time, 36.12011194229126, backward_time, 11.972445726394653
Random seed, 9, forward time, 525.0858502388, qp time, 30.6078462600708, backward_time, 11.205036878585815
Random seed, 25, forward time, 256.0484972000122, qp time, 12.093315839767456, backward_time, 2.6192305088043213
Random seed, 4, forward time, 697.2157845497131, qp time, 42.85456585884094, backward_time, 20.762621879577637
Random seed, 17, forward time, 502.2043180465698, qp time, 20.921252489089966, backward_time, 6.684879541397095
Random seed, 7, forward time, 681.4165685176849, qp time, 31.2416775226593, backward_time, 10.110412120819092
Random seed, 24, forward time, 444.9724793434143, qp time, 24.703078031539917, backward_time, 8.713679790496826
Random seed, 13, forward time, 680.8490552902222, qp time, 35.84296894073486, backward_time, 11.267277002334595
Random seed, 5, forward time, 821.1158256530762, qp time, 55.12797665596008, backward_time, 20.305861949920654
Random seed, 10, forward time, 788.9929075241089, qp time, 39.142674684524536, backward_time, 11.44270634651184
Random seed, 12, forward time, 899.0980215072632, qp time, 47.3278968334198, backward_time, 22.69707489013672
Random seed, 16, forward time, 823.3010101318359, qp time, 41.340497970581055, backward_time, 18.832663536071777
Random seed, 21, forward time, 780.811604976654, qp time, 34.82262420654297, backward_time, 20.192601442337036
Random seed, 15, forward time, 911.705441236496, qp time, 35.44331073760986, backward_time, 12.584802627563477
Random seed, 11, forward time, 997.378847360611, qp time, 50.66249442100525, backward_time, 24.989585161209106
Random seed, 6, forward time, 1164.7344989776611, qp time, 61.96474003791809, backward_time, 17.54481792449951
Random seed, 27, forward time, 705.7634799480438, qp time, 40.43086862564087, backward_time, 35.23272347450256
Random seed, 14, forward time, 1150.6964826583862, qp time, 51.170145750045776, backward_time, 18.00005555152893
Random seed, 29, forward time, 821.0863564014435, qp time, 42.707932233810425, backward_time, 19.83865785598755
Random seed, 19, forward time, 1113.7289683818817, qp time, 53.40111303329468, backward_time, 30.038398504257202
Random seed, 23, forward time, 1184.1837224960327, qp time, 53.724764585494995, backward_time, 21.611724853515625
Random seed, 30, forward time, 1119.942185640335, qp time, 54.9187753200531, backward_time, 14.793134450912476
Random seed, 18, forward time, 1520.8213143348694, qp time, 82.22490525245667, backward_time, 20.04188346862793
Random seed, 26, forward time, 1410.6238234043121, qp time, 52.59610724449158, backward_time, 18.308836698532104
Random seed, 20, forward time, 1545.1649453639984, qp time, 81.0670051574707, backward_time, 19.827746629714966
Random seed, 1, forward time, 2079.032860994339, qp time, 81.14048671722412, backward_time, 29.140153408050537
Random seed, 28, forward time, 1552.721872329712, qp time, 66.90646481513977, backward_time, 32.12577772140503
Random seed, 22, forward time, 2114.41752409935, qp time, 109.66082000732422, backward_time, 43.24797821044922
