Random seed, 2, forward time, 92.76134610176086, qp time, 149.62786531448364, backward_time, 17.113142013549805
Random seed, 3, forward time, 94.43774795532227, qp time, 169.15959882736206, backward_time, 19.137423038482666
Random seed, 13, forward time, 56.039082050323486, qp time, 89.63757419586182, backward_time, 10.29943585395813
Random seed, 8, forward time, 109.57942628860474, qp time, 152.40410208702087, backward_time, 17.58140754699707
Random seed, 9, forward time, 128.80108380317688, qp time, 195.85983300209045, backward_time, 22.551546812057495
Random seed, 7, forward time, 142.29397225379944, qp time, 199.49911856651306, backward_time, 22.092584133148193
Random seed, 16, forward time, 69.86861753463745, qp time, 153.07777500152588, backward_time, 17.89743399620056
Random seed, 5, forward time, 132.7124207019806, qp time, 242.4683437347412, backward_time, 28.92932105064392
Random seed, 1, forward time, 216.68528199195862, qp time, 291.6911532878876, backward_time, 33.069231271743774
Random seed, 11, forward time, 119.77858066558838, qp time, 248.65991878509521, backward_time, 29.812111377716064
Random seed, 12, forward time, 189.34480595588684, qp time, 134.29002165794373, backward_time, 14.320666551589966
Random seed, 20, forward time, 110.0365982055664, qp time, 143.22874093055725, backward_time, 17.067967891693115
Random seed, 26, forward time, 53.43566632270813, qp time, 113.06080150604248, backward_time, 13.90175724029541
Random seed, 18, forward time, 119.68099617958069, qp time, 186.17210292816162, backward_time, 21.88103175163269
Random seed, 17, forward time, 106.94360542297363, qp time, 218.73137998580933, backward_time, 25.498058557510376
Random seed, 21, forward time, 102.40317249298096, qp time, 193.22334003448486, backward_time, 22.302883863449097
Random seed, 24, forward time, 78.19389915466309, qp time, 128.69925093650818, backward_time, 14.9461829662323
Random seed, 4, forward time, 438.8812065124512, qp time, 64.18881106376648, backward_time, 8.047132968902588
Random seed, 14, forward time, 145.3431978225708, qp time, 264.1147401332855, backward_time, 30.22344708442688
Random seed, 23, forward time, 90.76374983787537, qp time, 176.27740359306335, backward_time, 21.14283013343811
Random seed, 29, forward time, 75.368488073349, qp time, 88.6263074874878, backward_time, 9.923865556716919
Random seed, 30, forward time, 74.30260610580444, qp time, 121.87507367134094, backward_time, 14.022916316986084
Random seed, 22, forward time, 193.60305500030518, qp time, 161.9327688217163, backward_time, 18.568331956863403
Random seed, 19, forward time, 135.95865440368652, qp time, 331.2946333885193, backward_time, 39.47812271118164
Random seed, 10, forward time, 479.0948212146759, qp time, 117.95647835731506, backward_time, 14.48433518409729
Random seed, 28, forward time, 142.74238061904907, qp time, 196.78605365753174, backward_time, 23.551055669784546
Random seed, 25, forward time, 297.8474509716034, qp time, 28.43444800376892, backward_time, 3.745657205581665
Random seed, 6, forward time, 561.1273572444916, qp time, 116.30337142944336, backward_time, 13.779678344726562
Random seed, 15, forward time, 257.7432589530945, qp time, 383.46776509284973, backward_time, 42.1507523059845
Random seed, 27, forward time, 143.61538457870483, qp time, 327.36066937446594, backward_time, 37.98716449737549
