Random seed, 21, forward time, 2949.4079790115356, qp time, 53075.092129945755, backward_time, 429.124755859375
Random seed, 10, forward time, 3147.7349920272827, qp time, 53041.0723028183, backward_time, 426.69118094444275
Random seed, 17, forward time, 3221.4345347881317, qp time, 63686.02245235443, backward_time, 483.5748989582062
Random seed, 25, forward time, 3341.9467499256134, qp time, 64244.735308647156, backward_time, 492.11041283607483
Random seed, 11, forward time, 3008.9921967983246, qp time, 66470.09982275963, backward_time, 493.83710622787476
Random seed, 7, forward time, 3679.8155817985535, qp time, 69180.02250123024, backward_time, 511.1804280281067
Random seed, 4, forward time, 1683.8243403434753, qp time, 75673.00164723396, backward_time, 547.2893490791321
Random seed, 8, forward time, 3173.118628501892, qp time, 76373.36470270157, backward_time, 537.5594375133514
Random seed, 19, forward time, 3603.566852092743, qp time, 78188.83609342575, backward_time, 547.9687721729279
Random seed, 28, forward time, 3489.3940455913544, qp time, 80124.35412836075, backward_time, 553.653475522995
Random seed, 26, forward time, 4400.795964241028, qp time, 81395.22581791878, backward_time, 572.4527952671051
Random seed, 13, forward time, 3655.7168493270874, qp time, 82956.7673356533, backward_time, 573.7082870006561
Random seed, 5, forward time, 2794.759724378586, qp time, 85436.37964487076, backward_time, 583.3135151863098
Random seed, 30, forward time, 3625.108976840973, qp time, 84934.59994292259, backward_time, 581.6328959465027
Random seed, 24, forward time, 3236.8801140785217, qp time, 85628.32065629959, backward_time, 586.9633243083954
Random seed, 29, forward time, 3713.626143217087, qp time, 85541.46407341957, backward_time, 584.4519612789154
Random seed, 1, forward time, 4365.264535188675, qp time, 85806.00955748558, backward_time, 589.0947344303131
Random seed, 6, forward time, 3750.8603489398956, qp time, 88405.71127653122, backward_time, 595.1728310585022
Random seed, 3, forward time, 3447.704535007477, qp time, 95378.59800982475, backward_time, 629.2045197486877
Random seed, 2, forward time, 3249.3617255687714, qp time, 98467.11197590828, backward_time, 730.9436926841736
