Random seed, 5, forward time, 73.87249183654785, qp time, 144.4709939956665, backward_time, 17.004822969436646
Random seed, 1, forward time, 119.32446146011353, qp time, 336.31693744659424, backward_time, 37.78674507141113
Random seed, 2, forward time, 154.520676612854, qp time, 331.9479789733887, backward_time, 39.8059401512146
Random seed, 7, forward time, 126.31645965576172, qp time, 277.94854068756104, backward_time, 31.429235458374023
Random seed, 6, forward time, 107.19706201553345, qp time, 309.6234266757965, backward_time, 37.014538526535034
Random seed, 10, forward time, 139.97804307937622, qp time, 234.8616008758545, backward_time, 26.60586380958557
Random seed, 9, forward time, 181.9756796360016, qp time, 184.18692660331726, backward_time, 19.624136686325073
Random seed, 14, forward time, 111.0524365901947, qp time, 201.55246877670288, backward_time, 23.588316679000854
Random seed, 20, forward time, 91.8090603351593, qp time, 148.18110060691833, backward_time, 18.343755960464478
Random seed, 21, forward time, 91.34145140647888, qp time, 140.86739039421082, backward_time, 16.587518453598022
Random seed, 18, forward time, 94.65532064437866, qp time, 166.78294134140015, backward_time, 19.288085222244263
Random seed, 15, forward time, 148.90443205833435, qp time, 198.92036819458008, backward_time, 22.087450742721558
Random seed, 3, forward time, 241.03443050384521, qp time, 455.6638779640198, backward_time, 50.815380334854126
Random seed, 24, forward time, 69.37188744544983, qp time, 145.63243174552917, backward_time, 16.888224363327026
Random seed, 28, forward time, 66.75906825065613, qp time, 96.63733673095703, backward_time, 11.510549545288086
Random seed, 25, forward time, 100.24086427688599, qp time, 225.48334622383118, backward_time, 26.155599117279053
Random seed, 30, forward time, 80.62031388282776, qp time, 151.17937874794006, backward_time, 17.63212752342224
Random seed, 11, forward time, 208.12620091438293, qp time, 450.68328070640564, backward_time, 50.14313626289368
Random seed, 17, forward time, 188.35535049438477, qp time, 287.3516821861267, backward_time, 31.959643363952637
Random seed, 29, forward time, 149.72884011268616, qp time, 199.4203064441681, backward_time, 21.1434326171875
Random seed, 16, forward time, 217.15222907066345, qp time, 371.1192228794098, backward_time, 41.86957573890686
Random seed, 23, forward time, 178.01623702049255, qp time, 275.18910121917725, backward_time, 30.609527111053467
Random seed, 4, forward time, 725.5108804702759, qp time, 86.78591179847717, backward_time, 10.698481321334839
Random seed, 8, forward time, 338.3550069332123, qp time, 667.7003791332245, backward_time, 78.78675675392151
Random seed, 26, forward time, 232.30328154563904, qp time, 301.04449486732483, backward_time, 33.88509941101074
Random seed, 12, forward time, 422.1719195842743, qp time, 488.4691262245178, backward_time, 54.63546586036682
Random seed, 19, forward time, 823.178822517395, qp time, 187.14216709136963, backward_time, 20.606412649154663
Random seed, 27, forward time, 715.4686524868011, qp time, 100.28928112983704, backward_time, 12.883549928665161
Random seed, 13, forward time, 992.6068465709686, qp time, 37.22528648376465, backward_time, 5.838626861572266
Random seed, 22, forward time, 442.92096519470215, qp time, 696.8370289802551, backward_time, 79.5169529914856
