Random seed, 21, forward time, 4232.119185447693, qp time, 827.5746433734894, backward_time, 138.31088829040527
Random seed, 28, forward time, 4877.335608243942, qp time, 871.1133944988251, backward_time, 104.57875537872314
Random seed, 20, forward time, 5195.268227338791, qp time, 809.8827636241913, backward_time, 103.27021169662476
Random seed, 9, forward time, 4936.58713555336, qp time, 1049.1636176109314, backward_time, 154.97813177108765
Random seed, 18, forward time, 5274.463052034378, qp time, 992.8681111335754, backward_time, 129.15793895721436
Random seed, 25, forward time, 5458.124082803726, qp time, 910.4032106399536, backward_time, 143.84587407112122
Random seed, 11, forward time, 5499.407563447952, qp time, 941.237934589386, backward_time, 113.6684341430664
Random seed, 8, forward time, 5365.953957080841, qp time, 1036.349744796753, backward_time, 145.57210493087769
Random seed, 5, forward time, 5910.494410991669, qp time, 942.6342008113861, backward_time, 150.29986763000488
Random seed, 23, forward time, 6105.045068025589, qp time, 913.2444362640381, backward_time, 135.56491875648499
Random seed, 1, forward time, 6018.478076934814, qp time, 1061.7660331726074, backward_time, 130.84316325187683
Random seed, 7, forward time, 6080.402773141861, qp time, 1003.9509415626526, backward_time, 133.47394275665283
Random seed, 22, forward time, 6076.861188173294, qp time, 1040.8972432613373, backward_time, 148.18739295005798
Random seed, 4, forward time, 6066.911900758743, qp time, 1044.6732032299042, backward_time, 164.42942142486572
Random seed, 12, forward time, 6114.404032707214, qp time, 1013.4977626800537, backward_time, 168.35879802703857
Random seed, 6, forward time, 6287.203065872192, qp time, 1020.9793260097504, backward_time, 132.44175744056702
Random seed, 24, forward time, 6427.481497526169, qp time, 915.2985873222351, backward_time, 131.3996651172638
Random seed, 29, forward time, 6336.257056713104, qp time, 973.6705265045166, backward_time, 177.63403725624084
Random seed, 2, forward time, 6426.951169252396, qp time, 960.3427698612213, backward_time, 156.70620822906494
Random seed, 10, forward time, 6832.144448757172, qp time, 953.3608655929565, backward_time, 124.705721616745
Random seed, 14, forward time, 6312.616924524307, qp time, 1346.3714981079102, backward_time, 177.81961750984192
Random seed, 26, forward time, 6926.178719520569, qp time, 946.4282836914062, backward_time, 180.38787508010864
Random seed, 3, forward time, 7036.730251312256, qp time, 1046.8810131549835, backward_time, 148.57179427146912
Random seed, 19, forward time, 7156.250578403473, qp time, 1007.4355890750885, backward_time, 126.61967086791992
Random seed, 17, forward time, 7051.514358520508, qp time, 1431.2484149932861, backward_time, 219.5988130569458
Random seed, 27, forward time, 8022.196298122406, qp time, 1006.8774800300598, backward_time, 130.13363599777222
Random seed, 16, forward time, 7378.790843009949, qp time, 1450.2718811035156, backward_time, 209.1151053905487
Random seed, 30, forward time, 8170.545320987701, qp time, 1003.8610992431641, backward_time, 173.2106418609619
Random seed, 15, forward time, 8510.302198886871, qp time, 1515.3888809680939, backward_time, 227.12906336784363
Random seed, 13, forward time, 11665.26458477974, qp time, 1287.3896408081055, backward_time, 185.1442267894745
