Random seed, 18, forward time, 3.704909324645996, inference time, 556.0066952705383, qp time, 86.90855097770691, backward_time, 10.121233940124512, epoch, 6
Random seed, 10, forward time, 3.947345018386841, inference time, 602.3776783943176, qp time, 81.2330994606018, backward_time, 10.63749074935913, epoch, 6
Random seed, 4, forward time, 4.508064031600952, inference time, 771.148285150528, qp time, 107.21515703201294, backward_time, 12.3801429271698, epoch, 8
Random seed, 19, forward time, 7.74222207069397, inference time, 870.1508090496063, qp time, 130.10265469551086, backward_time, 20.278453588485718, epoch, 9
Random seed, 1, forward time, 9.515592336654663, inference time, 1188.6803967952728, qp time, 207.41572380065918, backward_time, 25.952173709869385, epoch, 15
Random seed, 22, forward time, 6.610065460205078, inference time, 1157.8997421264648, qp time, 142.65483856201172, backward_time, 17.8114116191864, epoch, 11
Random seed, 21, forward time, 7.986000061035156, inference time, 1214.2730460166931, qp time, 164.37914371490479, backward_time, 21.25526452064514, epoch, 13
Random seed, 15, forward time, 7.854092359542847, inference time, 1296.9121804237366, qp time, 178.37755370140076, backward_time, 21.346412181854248, epoch, 13
Random seed, 3, forward time, 11.330729007720947, inference time, 1385.7038142681122, qp time, 202.79132223129272, backward_time, 25.58869194984436, epoch, 15
Random seed, 23, forward time, 11.69704532623291, inference time, 1393.7139747142792, qp time, 224.96639490127563, backward_time, 30.924333333969116, epoch, 16
Random seed, 13, forward time, 7.642654657363892, inference time, 1425.7271943092346, qp time, 181.51683950424194, backward_time, 21.031031608581543, epoch, 12
Random seed, 26, forward time, 9.694432497024536, inference time, 1449.3917422294617, qp time, 177.84619164466858, backward_time, 25.10368824005127, epoch, 14
Random seed, 6, forward time, 8.465903282165527, inference time, 1514.2254292964935, qp time, 171.43334221839905, backward_time, 21.894259691238403, epoch, 12
Random seed, 16, forward time, 9.339473247528076, inference time, 1615.3565163612366, qp time, 197.98738765716553, backward_time, 24.932804822921753, epoch, 14
Random seed, 8, forward time, 7.803717613220215, inference time, 1616.8668909072876, qp time, 182.41806721687317, backward_time, 20.923434495925903, epoch, 13
Random seed, 5, forward time, 9.244653701782227, inference time, 1727.8387496471405, qp time, 175.5537383556366, backward_time, 24.373045206069946, epoch, 13
Random seed, 30, forward time, 12.10929274559021, inference time, 2021.968710899353, qp time, 214.74584317207336, backward_time, 30.92697024345398, epoch, 16
Random seed, 9, forward time, 12.335116386413574, inference time, 2043.7259893417358, qp time, 219.7450098991394, backward_time, 31.789823532104492, epoch, 16
Random seed, 25, forward time, 10.834111213684082, inference time, 2160.221396446228, qp time, 216.3417191505432, backward_time, 28.63789439201355, epoch, 15
Random seed, 17, forward time, 16.1065514087677, inference time, 2307.0374290943146, qp time, 273.62120819091797, backward_time, 40.23156762123108, epoch, 20
Random seed, 14, forward time, 12.46894907951355, inference time, 2511.374957561493, qp time, 242.21498370170593, backward_time, 32.38393306732178, epoch, 17
Random seed, 12, forward time, 24.750388383865356, inference time, 2535.6608414649963, qp time, 354.29876923561096, backward_time, 62.18539214134216, epoch, 26
Random seed, 29, forward time, 15.313819885253906, inference time, 2881.07709980011, qp time, 290.31926250457764, backward_time, 39.22323822975159, epoch, 21
Random seed, 7, forward time, 20.587462663650513, inference time, 2971.1745018959045, qp time, 364.1787459850311, backward_time, 50.45637845993042, epoch, 28
Random seed, 2, forward time, 18.31852388381958, inference time, 3071.5259099006653, qp time, 343.81728887557983, backward_time, 47.80755138397217, epoch, 26
Random seed, 11, forward time, 22.105119228363037, inference time, 3464.131504058838, qp time, 406.70537781715393, backward_time, 56.090110301971436, epoch, 28
Random seed, 27, forward time, 20.076497077941895, inference time, 3458.398497104645, qp time, 425.8234567642212, backward_time, 52.2505578994751, epoch, 30
Random seed, 24, forward time, 31.13365626335144, inference time, 3715.9490389823914, qp time, 499.5626060962677, backward_time, 79.31007957458496, epoch, 38
Random seed, 20, forward time, 27.144909381866455, inference time, 4003.104741334915, qp time, 490.79970264434814, backward_time, 69.97483777999878, epoch, 38
