Random seed, 13, forward time, 355.14111828804016, qp time, 47.31921935081482, backward_time, 50.946863651275635
Random seed, 17, forward time, 412.0717833042145, qp time, 41.242690563201904, backward_time, 30.890482187271118
Random seed, 11, forward time, 402.69221806526184, qp time, 44.79045915603638, backward_time, 45.10927176475525
Random seed, 20, forward time, 447.9188756942749, qp time, 36.190141916275024, backward_time, 50.369991302490234
Random seed, 1, forward time, 578.6859369277954, qp time, 40.2844820022583, backward_time, 42.32383608818054
Random seed, 21, forward time, 604.8410692214966, qp time, 37.552712202072144, backward_time, 34.43893527984619
Random seed, 16, forward time, 621.7906763553619, qp time, 43.84287166595459, backward_time, 34.37030625343323
Random seed, 8, forward time, 657.550831079483, qp time, 50.319812297821045, backward_time, 35.07906126976013
Random seed, 24, forward time, 613.4184443950653, qp time, 49.66584491729736, backward_time, 50.77684187889099
Random seed, 9, forward time, 685.2084174156189, qp time, 43.21596431732178, backward_time, 44.59561371803284
Random seed, 3, forward time, 706.0963642597198, qp time, 38.971874475479126, backward_time, 42.05485463142395
Random seed, 23, forward time, 690.5399208068848, qp time, 41.82513689994812, backward_time, 32.529956102371216
Random seed, 27, forward time, 676.366028547287, qp time, 45.30111575126648, backward_time, 37.04029893875122
Random seed, 25, forward time, 600.5730457305908, qp time, 48.61821269989014, backward_time, 75.0680603981018
Random seed, 18, forward time, 732.2935683727264, qp time, 39.56485462188721, backward_time, 46.21837496757507
Random seed, 10, forward time, 768.2625477313995, qp time, 43.5756778717041, backward_time, 38.42955136299133
Random seed, 26, forward time, 728.4378931522369, qp time, 41.37305784225464, backward_time, 47.56458306312561
Random seed, 28, forward time, 724.2915594577789, qp time, 44.20081448554993, backward_time, 48.0850932598114
Random seed, 15, forward time, 745.689074754715, qp time, 51.07963466644287, backward_time, 57.7376754283905
Random seed, 22, forward time, 773.4573459625244, qp time, 55.05182719230652, backward_time, 45.37959122657776
Random seed, 30, forward time, 791.0479068756104, qp time, 52.4544837474823, backward_time, 38.98447299003601
Random seed, 7, forward time, 858.9826231002808, qp time, 54.05285859107971, backward_time, 34.59427547454834
Random seed, 19, forward time, 873.4477686882019, qp time, 45.916327476501465, backward_time, 29.023453950881958
Random seed, 14, forward time, 880.8972823619843, qp time, 48.64905667304993, backward_time, 30.698516130447388
Random seed, 6, forward time, 981.3082497119904, qp time, 48.39018678665161, backward_time, 36.587517976760864
Random seed, 5, forward time, 1028.5450348854065, qp time, 54.543219804763794, backward_time, 37.56910753250122
Random seed, 29, forward time, 962.9804553985596, qp time, 48.4013466835022, backward_time, 56.04955244064331
Random seed, 4, forward time, 1050.198222875595, qp time, 49.40350580215454, backward_time, 30.005507707595825
Random seed, 12, forward time, 1055.5544459819794, qp time, 52.491060972213745, backward_time, 31.421470165252686
Random seed, 2, forward time, 1075.1513662338257, qp time, 48.72689342498779, backward_time, 52.345757246017456
