Random seed, 29, forward time, 1.3359601497650146, inference time, 35.342880725860596, qp time, 69.6541805267334, backward_time, 8.253894567489624, epoch, 10
Random seed, 27, forward time, 1.523571491241455, inference time, 41.08281207084656, qp time, 77.60679984092712, backward_time, 9.163809776306152, epoch, 12
Random seed, 16, forward time, 1.5878722667694092, inference time, 44.955984592437744, qp time, 81.48874926567078, backward_time, 9.832809686660767, epoch, 12
Random seed, 28, forward time, 2.275869607925415, inference time, 41.46392774581909, qp time, 108.80770945549011, backward_time, 12.958543539047241, epoch, 18
Random seed, 6, forward time, 2.055828094482422, inference time, 60.89758539199829, qp time, 100.35638308525085, backward_time, 11.821241617202759, epoch, 16
Random seed, 3, forward time, 2.3798577785491943, inference time, 61.81505250930786, qp time, 115.73068618774414, backward_time, 13.964794635772705, epoch, 20
Random seed, 9, forward time, 2.245974540710449, inference time, 62.61073017120361, qp time, 116.67162108421326, backward_time, 13.663713693618774, epoch, 18
Random seed, 10, forward time, 1.5895862579345703, inference time, 83.90829300880432, qp time, 90.34007406234741, backward_time, 10.435025215148926, epoch, 11
Random seed, 19, forward time, 2.0408265590667725, inference time, 55.55525231361389, qp time, 114.54853701591492, backward_time, 13.681691408157349, epoch, 14
Random seed, 12, forward time, 2.304197072982788, inference time, 73.43338441848755, qp time, 129.94868636131287, backward_time, 14.507038593292236, epoch, 16
Random seed, 30, forward time, 2.468712568283081, inference time, 79.1605532169342, qp time, 132.75356221199036, backward_time, 15.343275308609009, epoch, 17
Random seed, 7, forward time, 2.065371036529541, inference time, 125.89942765235901, qp time, 108.61579728126526, backward_time, 12.413261651992798, epoch, 16
Random seed, 8, forward time, 2.8157124519348145, inference time, 89.63117027282715, qp time, 148.68042635917664, backward_time, 17.16378426551819, epoch, 20
Random seed, 13, forward time, 2.6807987689971924, inference time, 102.3707001209259, qp time, 140.24868297576904, backward_time, 16.1681489944458, epoch, 20
Random seed, 14, forward time, 3.22137713432312, inference time, 121.74175262451172, qp time, 162.953533411026, backward_time, 18.027694940567017, epoch, 26
Random seed, 20, forward time, 2.798926591873169, inference time, 114.13410997390747, qp time, 152.23415350914001, backward_time, 17.476745128631592, epoch, 13
Random seed, 11, forward time, 3.8094029426574707, inference time, 93.64412498474121, qp time, 200.39228534698486, backward_time, 23.06809639930725, epoch, 30
Random seed, 26, forward time, 3.60123610496521, inference time, 105.95271515846252, qp time, 181.70293879508972, backward_time, 21.304512977600098, epoch, 28
Random seed, 1, forward time, 3.4792046546936035, inference time, 109.6581015586853, qp time, 190.91710090637207, backward_time, 22.32181739807129, epoch, 26
Random seed, 5, forward time, 3.6923916339874268, inference time, 112.61148357391357, qp time, 198.56970810890198, backward_time, 22.864224433898926, epoch, 27
Random seed, 4, forward time, 3.5988540649414062, inference time, 126.67092633247375, qp time, 187.15776133537292, backward_time, 21.723247528076172, epoch, 27
Random seed, 18, forward time, 4.328806638717651, inference time, 130.82981419563293, qp time, 238.20651984214783, backward_time, 27.909406423568726, epoch, 31
Random seed, 2, forward time, 5.538899898529053, inference time, 132.94490933418274, qp time, 302.5240910053253, backward_time, 34.4299578666687, epoch, 41
Random seed, 15, forward time, 4.96454930305481, inference time, 195.13712453842163, qp time, 255.0462989807129, backward_time, 29.86251425743103, epoch, 40
Random seed, 22, forward time, 4.594333648681641, inference time, 160.53786826133728, qp time, 253.83143091201782, backward_time, 29.293842315673828, epoch, 19
Random seed, 17, forward time, 5.8407301902771, inference time, 158.21184825897217, qp time, 331.28289103507996, backward_time, 36.19676947593689, epoch, 42
Random seed, 25, forward time, 5.666898488998413, inference time, 215.19506812095642, qp time, 299.46755051612854, backward_time, 34.20633387565613, epoch, 28
Random seed, 21, forward time, 5.183383464813232, inference time, 233.69711112976074, qp time, 285.1604871749878, backward_time, 33.04985809326172, epoch, 25
Random seed, 24, forward time, 5.378398656845093, inference time, 262.53861784935, qp time, 292.04430651664734, backward_time, 33.17103099822998, epoch, 25
Random seed, 23, forward time, 7.4170050621032715, inference time, 315.98367643356323, qp time, 426.4146988391876, backward_time, 47.496453046798706, epoch, 37
