Random seed, 4, forward time, 118.43224787712097, qp time, 27.149566411972046, backward_time, 5.010539293289185
Random seed, 5, forward time, 148.15272426605225, qp time, 46.8190860748291, backward_time, 8.006762504577637
Random seed, 2, forward time, 178.8580482006073, qp time, 43.23551654815674, backward_time, 6.067677736282349
Random seed, 1, forward time, 258.8614740371704, qp time, 52.70689249038696, backward_time, 7.33380651473999
Random seed, 10, forward time, 115.92035222053528, qp time, 53.62687087059021, backward_time, 8.806647539138794
Random seed, 9, forward time, 132.0572533607483, qp time, 53.21052384376526, backward_time, 9.365685224533081
Random seed, 3, forward time, 248.32155752182007, qp time, 71.70792651176453, backward_time, 11.411898612976074
Random seed, 8, forward time, 165.48108553886414, qp time, 45.2911114692688, backward_time, 6.12138032913208
Random seed, 14, forward time, 124.91253542900085, qp time, 32.660041093826294, backward_time, 4.994386911392212
Random seed, 12, forward time, 155.93726634979248, qp time, 83.85493326187134, backward_time, 13.137457132339478
Random seed, 7, forward time, 256.1138164997101, qp time, 77.25763154029846, backward_time, 15.430858135223389
Random seed, 11, forward time, 249.21568179130554, qp time, 66.15060305595398, backward_time, 11.898699283599854
Random seed, 16, forward time, 135.94143557548523, qp time, 63.731971740722656, backward_time, 10.460304260253906
Random seed, 17, forward time, 195.0535488128662, qp time, 49.66588640213013, backward_time, 8.888302087783813
Random seed, 19, forward time, 105.691477060318, qp time, 31.845930337905884, backward_time, 4.889752626419067
Random seed, 13, forward time, 268.0845363140106, qp time, 74.29568433761597, backward_time, 11.00426959991455
Random seed, 20, forward time, 161.72573685646057, qp time, 46.860997438430786, backward_time, 8.650248527526855
Random seed, 6, forward time, 425.13095211982727, qp time, 161.06424760818481, backward_time, 30.876683235168457
Random seed, 24, forward time, 124.68039512634277, qp time, 35.8491997718811, backward_time, 6.408984899520874
Random seed, 15, forward time, 386.1434836387634, qp time, 100.98488926887512, backward_time, 18.042454481124878
Random seed, 29, forward time, 101.95419359207153, qp time, 26.74505639076233, backward_time, 5.245055198669434
Random seed, 22, forward time, 193.91777992248535, qp time, 54.37426733970642, backward_time, 10.591705799102783
Random seed, 26, forward time, 200.598308801651, qp time, 73.69151258468628, backward_time, 11.157248497009277
Random seed, 18, forward time, 404.45153069496155, qp time, 128.99175834655762, backward_time, 21.84504246711731
Random seed, 25, forward time, 329.79991459846497, qp time, 84.70823264122009, backward_time, 13.546948194503784
Random seed, 23, forward time, 381.75649333000183, qp time, 107.17061257362366, backward_time, 17.512916326522827
Random seed, 30, forward time, 252.00670671463013, qp time, 70.08736991882324, backward_time, 12.101466417312622
Random seed, 28, forward time, 254.19353318214417, qp time, 124.53318905830383, backward_time, 19.065082550048828
Random seed, 27, forward time, 339.8572106361389, qp time, 90.79907011985779, backward_time, 15.56099247932434
Random seed, 21, forward time, 573.4933326244354, qp time, 182.00026082992554, backward_time, 35.354031801223755
