Random seed, 11, forward time, 141.34881830215454, qp time, 1057.5619628429413, backward_time, 10.842455387115479
Random seed, 8, forward time, 184.8583469390869, qp time, 1756.5780630111694, backward_time, 15.511523485183716
Random seed, 28, forward time, 152.3421905040741, qp time, 1383.420021533966, backward_time, 14.960293531417847
Random seed, 10, forward time, 137.23399901390076, qp time, 1999.570074081421, backward_time, 15.984742403030396
Random seed, 22, forward time, 191.3882236480713, qp time, 1912.7558839321136, backward_time, 16.439841747283936
Random seed, 12, forward time, 154.86603832244873, qp time, 2154.425536632538, backward_time, 17.518062591552734
Random seed, 7, forward time, 229.55972146987915, qp time, 2574.7690830230713, backward_time, 24.52584743499756
Random seed, 14, forward time, 321.52151894569397, qp time, 2621.8939604759216, backward_time, 28.46079993247986
Random seed, 4, forward time, 296.29212975502014, qp time, 3113.157388448715, backward_time, 29.67070960998535
Random seed, 18, forward time, 324.3130588531494, qp time, 3218.345908641815, backward_time, 28.394463777542114
Random seed, 24, forward time, 462.20007944107056, qp time, 3269.3401114940643, backward_time, 34.47868490219116
Random seed, 26, forward time, 416.50239157676697, qp time, 3447.442207336426, backward_time, 34.55809545516968
Random seed, 29, forward time, 296.93398785591125, qp time, 3568.7671303749084, backward_time, 33.076454639434814
Random seed, 5, forward time, 409.3973214626312, qp time, 4107.348899364471, backward_time, 37.52148151397705
Random seed, 21, forward time, 345.3172676563263, qp time, 3863.914856672287, backward_time, 34.51873803138733
Random seed, 15, forward time, 569.9860651493073, qp time, 3782.4148671627045, backward_time, 41.575926780700684
Random seed, 16, forward time, 422.1035737991333, qp time, 4237.438548326492, backward_time, 41.133599281311035
Random seed, 3, forward time, 621.0889241695404, qp time, 4785.683947324753, backward_time, 53.77261519432068
Random seed, 1, forward time, 583.4025323390961, qp time, 5138.167049407959, backward_time, 46.867151975631714
Random seed, 17, forward time, 481.72641253471375, qp time, 5185.096760749817, backward_time, 48.78230333328247
Random seed, 30, forward time, 521.5462596416473, qp time, 5715.113912343979, backward_time, 49.27102327346802
Random seed, 13, forward time, 595.947351694107, qp time, 6831.797299385071, backward_time, 64.50486063957214
Random seed, 27, forward time, 734.6948499679565, qp time, 6629.040768146515, backward_time, 68.11635994911194
Random seed, 9, forward time, 832.0923249721527, qp time, 6912.269967079163, backward_time, 70.79538536071777
Random seed, 6, forward time, 988.8943140506744, qp time, 7707.013406991959, backward_time, 79.09714698791504
Random seed, 20, forward time, 729.6262187957764, qp time, 7865.817006349564, backward_time, 76.21844458580017
Random seed, 25, forward time, 771.7386512756348, qp time, 8566.457148313522, backward_time, 83.19098591804504
Random seed, 23, forward time, 740.3206453323364, qp time, 8672.959738016129, backward_time, 78.71550345420837
Random seed, 2, forward time, 1177.9497826099396, qp time, 12340.337116003036, backward_time, 117.37297058105469
Random seed, 19, forward time, 1126.297845840454, qp time, 14382.84625196457, backward_time, 116.69003033638
