Random seed, 3, forward time, 8803.119152545929, qp time, 122.06332302093506, backward_time, 9.864362001419067
Random seed, 23, forward time, 9681.482645273209, qp time, 142.42412519454956, backward_time, 12.366717338562012
Random seed, 13, forward time, 11440.603397369385, qp time, 145.86904048919678, backward_time, 12.393441915512085
Random seed, 7, forward time, 12534.109439611435, qp time, 228.86648797988892, backward_time, 16.303309679031372
Random seed, 6, forward time, 13345.098694324493, qp time, 195.57104349136353, backward_time, 13.958215713500977
Random seed, 20, forward time, 14247.704247713089, qp time, 215.14056158065796, backward_time, 18.4327449798584
Random seed, 28, forward time, 13583.474510192871, qp time, 145.6274127960205, backward_time, 10.550153732299805
Random seed, 9, forward time, 16474.14685535431, qp time, 270.10641407966614, backward_time, 28.96017074584961
Random seed, 4, forward time, 16785.74726843834, qp time, 237.22821497917175, backward_time, 19.524134635925293
Random seed, 24, forward time, 16775.477653265, qp time, 278.11870670318604, backward_time, 22.407362461090088
Random seed, 5, forward time, 17143.157307863235, qp time, 292.4771327972412, backward_time, 18.885665893554688
Random seed, 27, forward time, 17377.247303962708, qp time, 243.25628924369812, backward_time, 14.969960927963257
Random seed, 19, forward time, 18088.958697080612, qp time, 298.5472023487091, backward_time, 23.7878098487854
Random seed, 12, forward time, 18304.892794132233, qp time, 258.9785523414612, backward_time, 19.31568670272827
Random seed, 2, forward time, 19745.442706346512, qp time, 382.9309265613556, backward_time, 30.105321407318115
Random seed, 11, forward time, 19375.772025346756, qp time, 381.7000916004181, backward_time, 20.638299226760864
Random seed, 26, forward time, 20409.423124313354, qp time, 396.7939307689667, backward_time, 31.867876768112183
Random seed, 22, forward time, 22095.711288928986, qp time, 435.5599277019501, backward_time, 29.36647343635559
Random seed, 25, forward time, 22348.825525522232, qp time, 332.3409073352814, backward_time, 30.386069536209106
Random seed, 8, forward time, 24947.724045991898, qp time, 304.76896119117737, backward_time, 31.37747025489807
Random seed, 30, forward time, 26234.021334648132, qp time, 457.41176652908325, backward_time, 40.88796067237854
Random seed, 14, forward time, 26953.765765190125, qp time, 383.844758272171, backward_time, 46.2058367729187
Random seed, 18, forward time, 30200.82199716568, qp time, 394.57887148857117, backward_time, 27.281745672225952
Random seed, 1, forward time, 31877.675477981567, qp time, 344.18655157089233, backward_time, 23.801997423171997
Random seed, 16, forward time, 32335.124504327774, qp time, 561.8651607036591, backward_time, 64.19915127754211
Random seed, 17, forward time, 48636.566846847534, qp time, 821.4723129272461, backward_time, 77.30255031585693
Random seed, 10, forward time, 52772.10047984123, qp time, 863.5213768482208, backward_time, 58.76484227180481
Random seed, 21, forward time, 52873.40238404274, qp time, 1015.0051259994507, backward_time, 80.53826642036438
Random seed, 15, forward time, 53560.198531627655, qp time, 636.645937204361, backward_time, 44.67984223365784
Random seed, 29, forward time, 54811.989780426025, qp time, 1043.8833396434784, backward_time, 61.58910536766052
