Random seed, 10, forward time, 6989.2190990448, qp time, 1216.4957118034363, backward_time, 84.27877974510193
Random seed, 1, forward time, 6981.396425962448, qp time, 1335.700872182846, backward_time, 94.59366989135742
Random seed, 4, forward time, 8767.724835157394, qp time, 1234.1846556663513, backward_time, 86.89771628379822
Random seed, 6, forward time, 9115.129159212112, qp time, 1260.9275376796722, backward_time, 88.70896482467651
Random seed, 9, forward time, 9256.779417991638, qp time, 1445.1934616565704, backward_time, 97.74138116836548
Random seed, 7, forward time, 10169.955628156662, qp time, 1255.7326128482819, backward_time, 88.7985303401947
Random seed, 2, forward time, 10171.947582483292, qp time, 1272.6678569316864, backward_time, 92.21418237686157
Random seed, 5, forward time, 10401.15472126007, qp time, 1262.3726496696472, backward_time, 86.28110766410828
Random seed, 8, forward time, 11338.340990066528, qp time, 1405.7707657814026, backward_time, 95.66703724861145
Random seed, 3, forward time, 12810.220088005066, qp time, 1356.4044332504272, backward_time, 94.9847207069397
