Random seed, 26, forward time, 63852.74541640282, qp time, 3841.2396111488342, backward_time, 340.2208032608032
Random seed, 2, forward time, 71019.31087446213, qp time, 4094.8137633800507, backward_time, 348.3586883544922
Random seed, 22, forward time, 75354.97303628922, qp time, 4015.7052702903748, backward_time, 321.01571583747864
Random seed, 21, forward time, 76486.40330886841, qp time, 3601.5672736167908, backward_time, 269.5639297962189
Random seed, 16, forward time, 80431.10481023788, qp time, 4163.452578306198, backward_time, 408.3089294433594
Random seed, 9, forward time, 84111.0761539936, qp time, 4235.73752450943, backward_time, 410.3118221759796
Random seed, 7, forward time, 91158.44944548607, qp time, 4202.617679834366, backward_time, 146.8850724697113
Random seed, 17, forward time, 92778.67291498184, qp time, 4229.670711040497, backward_time, 380.995215177536
Random seed, 23, forward time, 98027.46796703339, qp time, 3998.0718688964844, backward_time, 163.8684847354889
Random seed, 30, forward time, 98187.57790970802, qp time, 4283.298144340515, backward_time, 351.5189366340637
Random seed, 11, forward time, 98984.10844063759, qp time, 4579.207575798035, backward_time, 361.4694573879242
Random seed, 20, forward time, 101734.59650015831, qp time, 4102.75489449501, backward_time, 359.2917437553406
Random seed, 19, forward time, 102080.92257261276, qp time, 4755.875008583069, backward_time, 390.2013382911682
