Random seed, 11, forward time, 117.59189653396606, qp time, 330.68899297714233, backward_time, 30.363109827041626
Random seed, 17, forward time, 125.71036195755005, qp time, 294.453147649765, backward_time, 31.175065994262695
Random seed, 18, forward time, 146.81980156898499, qp time, 263.9696989059448, backward_time, 32.3987877368927
Random seed, 4, forward time, 119.59008407592773, qp time, 333.7203514575958, backward_time, 36.60543918609619
Random seed, 27, forward time, 131.408842086792, qp time, 285.2399070262909, backward_time, 34.21083641052246
Random seed, 12, forward time, 133.17377018928528, qp time, 334.33523750305176, backward_time, 38.7865252494812
Random seed, 3, forward time, 135.82823157310486, qp time, 333.29693937301636, backward_time, 35.658185720443726
Random seed, 16, forward time, 154.9206099510193, qp time, 306.401314496994, backward_time, 33.39429211616516
Random seed, 20, forward time, 128.2193250656128, qp time, 345.92038202285767, backward_time, 29.855146884918213
Random seed, 15, forward time, 114.46844005584717, qp time, 364.11401534080505, backward_time, 35.606143951416016
Random seed, 2, forward time, 143.04566860198975, qp time, 356.28496408462524, backward_time, 36.50876545906067
Random seed, 7, forward time, 150.43033981323242, qp time, 350.07274174690247, backward_time, 41.59449577331543
Random seed, 8, forward time, 156.57376766204834, qp time, 368.4361310005188, backward_time, 36.831400871276855
Random seed, 9, forward time, 150.81960582733154, qp time, 358.88945484161377, backward_time, 39.188997983932495
Random seed, 28, forward time, 144.52715182304382, qp time, 349.91167521476746, backward_time, 34.51025915145874
Random seed, 21, forward time, 192.6940939426422, qp time, 314.4292185306549, backward_time, 31.274290323257446
Random seed, 6, forward time, 207.02561473846436, qp time, 313.79043793678284, backward_time, 37.84328079223633
Random seed, 1, forward time, 162.86745738983154, qp time, 389.8637344837189, backward_time, 35.421650886535645
Random seed, 26, forward time, 188.37108159065247, qp time, 339.72550559043884, backward_time, 31.26127028465271
Random seed, 23, forward time, 172.85942578315735, qp time, 355.4659414291382, backward_time, 40.81440281867981
Random seed, 25, forward time, 158.93286800384521, qp time, 370.85556173324585, backward_time, 34.48406100273132
Random seed, 29, forward time, 173.03103876113892, qp time, 379.88229298591614, backward_time, 36.67167282104492
Random seed, 10, forward time, 219.93256735801697, qp time, 357.9829123020172, backward_time, 39.5136604309082
Random seed, 13, forward time, 251.40468907356262, qp time, 329.5182931423187, backward_time, 27.386358976364136
Random seed, 14, forward time, 216.4608874320984, qp time, 371.9265179634094, backward_time, 40.33081650733948
Random seed, 19, forward time, 250.30085968971252, qp time, 351.01149463653564, backward_time, 35.27287840843201
Random seed, 30, forward time, 219.4149832725525, qp time, 380.27281880378723, backward_time, 38.5867121219635
Random seed, 24, forward time, 295.8303391933441, qp time, 314.6040036678314, backward_time, 33.721304178237915
Random seed, 22, forward time, 236.37939858436584, qp time, 398.49205899238586, backward_time, 40.870436906814575
Random seed, 5, forward time, 368.5914640426636, qp time, 366.3017933368683, backward_time, 42.246238231658936
