Epoch, 7
Random seed, 0, forward time, 210.49843788146973, inference time, 5591.183522224426, qp time, 0, backward_time, 604.1986575126648
forward time,0,0,29.91428017616272,30.13408350944519,30.08256959915161,30.143852472305298,30.064653873443604,30.21395230293274,29.945045948028564
inference time,0,0,750.3371193408966,778.176171541214,796.3062255382538,807.0840663909912,811.0189816951752,817.3522782325745,830.908679485321
qp time,0,0,0,0,0,0,0,0,0
backward time,0,0,86.26595377922058,86.58500218391418,85.88740587234497,86.32335758209229,86.17676997184753,86.78720498085022,86.17296314239502
