Random seed, 9, forward time, 183.61847949028015, qp time, 11.795732975006104, backward_time, 9.064725399017334
Random seed, 3, forward time, 380.7696444988251, qp time, 18.16930913925171, backward_time, 11.73859715461731
Random seed, 2, forward time, 394.9603989124298, qp time, 17.399306535720825, backward_time, 8.354931831359863
Random seed, 8, forward time, 288.04270672798157, qp time, 15.060874462127686, backward_time, 6.192846059799194
Random seed, 4, forward time, 385.63048362731934, qp time, 16.488207578659058, backward_time, 11.747903823852539
Random seed, 5, forward time, 338.2788279056549, qp time, 18.53349208831787, backward_time, 14.032797813415527
Random seed, 14, forward time, 168.692932844162, qp time, 8.314030170440674, backward_time, 4.260644912719727
Random seed, 1, forward time, 496.3994994163513, qp time, 23.73812174797058, backward_time, 8.857614040374756
Random seed, 10, forward time, 248.59855890274048, qp time, 16.737152576446533, backward_time, 13.114663124084473
Random seed, 13, forward time, 260.3665292263031, qp time, 11.144257307052612, backward_time, 6.09136700630188
Random seed, 12, forward time, 268.48112511634827, qp time, 17.702365398406982, backward_time, 13.872541189193726
Random seed, 11, forward time, 285.4706108570099, qp time, 13.567773342132568, backward_time, 9.290349006652832
Random seed, 16, forward time, 269.74672055244446, qp time, 19.991111040115356, backward_time, 14.436737298965454
Random seed, 21, forward time, 210.99266481399536, qp time, 12.154388904571533, backward_time, 8.100066423416138
Random seed, 18, forward time, 351.1516935825348, qp time, 20.00354528427124, backward_time, 12.957327604293823
Random seed, 7, forward time, 599.0749061107635, qp time, 30.913075923919678, backward_time, 29.199275493621826
Random seed, 26, forward time, 148.2101969718933, qp time, 8.406750917434692, backward_time, 4.788124084472656
Random seed, 6, forward time, 625.1397244930267, qp time, 36.54475951194763, backward_time, 35.09746766090393
Random seed, 17, forward time, 491.6160216331482, qp time, 22.761361360549927, backward_time, 17.40374994277954
Random seed, 20, forward time, 440.83031725883484, qp time, 23.983103036880493, backward_time, 17.94590997695923
Random seed, 28, forward time, 208.7373867034912, qp time, 14.31708025932312, backward_time, 9.058831691741943
Random seed, 27, forward time, 308.8210413455963, qp time, 14.108742713928223, backward_time, 9.240662336349487
Random seed, 29, forward time, 288.61168670654297, qp time, 14.356477975845337, backward_time, 10.717493295669556
Random seed, 25, forward time, 390.56567645072937, qp time, 17.260279417037964, backward_time, 9.990123271942139
Random seed, 24, forward time, 578.0126388072968, qp time, 32.12535834312439, backward_time, 26.145296812057495
Random seed, 22, forward time, 731.6357815265656, qp time, 48.040186166763306, backward_time, 30.59694480895996
Random seed, 23, forward time, 746.7038054466248, qp time, 34.48516225814819, backward_time, 22.453247547149658
Random seed, 30, forward time, 575.6221332550049, qp time, 27.195966005325317, backward_time, 19.615535736083984
Random seed, 15, forward time, 1003.8794560432434, qp time, 51.416799783706665, backward_time, 33.434879779815674
Random seed, 19, forward time, 1007.7837777137756, qp time, 51.36180853843689, backward_time, 33.25431180000305
