Random seed, 28, forward time, 2.044092893600464, inference time, 150.94040298461914, qp time, 40.52888751029968, backward_time, 5.304034948348999, epoch, 5
Random seed, 25, forward time, 3.989259719848633, inference time, 254.13942980766296, qp time, 56.39582681655884, backward_time, 9.756765604019165, epoch, 7
Random seed, 9, forward time, 4.492712020874023, inference time, 253.91725778579712, qp time, 70.19842100143433, backward_time, 11.272931337356567, epoch, 8
Random seed, 21, forward time, 5.602797269821167, inference time, 306.1746332645416, qp time, 74.94697642326355, backward_time, 13.578690528869629, epoch, 9
Random seed, 11, forward time, 4.074090242385864, inference time, 330.70629930496216, qp time, 78.06202554702759, backward_time, 10.520982503890991, epoch, 9
Random seed, 15, forward time, 4.917367935180664, inference time, 336.3041729927063, qp time, 72.92492508888245, backward_time, 12.23086667060852, epoch, 8
Random seed, 29, forward time, 5.442948579788208, inference time, 327.5764584541321, qp time, 64.02310156822205, backward_time, 13.087340593338013, epoch, 7
Random seed, 2, forward time, 5.131700038909912, inference time, 368.2494122982025, qp time, 69.86630535125732, backward_time, 12.556478261947632, epoch, 9
Random seed, 13, forward time, 3.506869077682495, inference time, 366.74679803848267, qp time, 52.07657313346863, backward_time, 8.179079294204712, epoch, 5
Random seed, 23, forward time, 4.236030101776123, inference time, 421.2975287437439, qp time, 65.20111227035522, backward_time, 10.536720037460327, epoch, 7
Random seed, 10, forward time, 5.485139846801758, inference time, 500.30819964408875, qp time, 96.99577116966248, backward_time, 14.014569997787476, epoch, 11
Random seed, 12, forward time, 8.499665021896362, inference time, 529.8847236633301, qp time, 111.85101461410522, backward_time, 20.848430633544922, epoch, 13
Random seed, 22, forward time, 7.2207190990448, inference time, 505.39353108406067, qp time, 114.36889123916626, backward_time, 17.853119373321533, epoch, 11
Random seed, 6, forward time, 6.311485528945923, inference time, 516.022789478302, qp time, 117.36271238327026, backward_time, 16.550410985946655, epoch, 14
Random seed, 30, forward time, 7.23784065246582, inference time, 571.3193600177765, qp time, 92.27445960044861, backward_time, 17.593801498413086, epoch, 10
Random seed, 19, forward time, 6.5303263664245605, inference time, 674.1230919361115, qp time, 122.55054497718811, backward_time, 16.756202697753906, epoch, 13
Random seed, 17, forward time, 10.039588928222656, inference time, 693.0032460689545, qp time, 152.02039694786072, backward_time, 24.93130111694336, epoch, 16
Random seed, 20, forward time, 8.74129056930542, inference time, 709.0673203468323, qp time, 161.10558557510376, backward_time, 22.699687004089355, epoch, 19
Random seed, 5, forward time, 8.967049598693848, inference time, 734.9181644916534, qp time, 129.4536473751068, backward_time, 22.397425174713135, epoch, 16
Random seed, 3, forward time, 9.265051364898682, inference time, 750.4537019729614, qp time, 145.5325026512146, backward_time, 22.9393367767334, epoch, 16
Random seed, 16, forward time, 11.396059036254883, inference time, 842.9320592880249, qp time, 181.73411560058594, backward_time, 28.212156772613525, epoch, 19
Random seed, 8, forward time, 8.626258850097656, inference time, 870.9720532894135, qp time, 139.34906220436096, backward_time, 21.64012098312378, epoch, 14
Random seed, 26, forward time, 14.155718326568604, inference time, 870.4657535552979, qp time, 156.53096342086792, backward_time, 33.197595834732056, epoch, 19
Random seed, 24, forward time, 10.703213214874268, inference time, 926.9106786251068, qp time, 169.28128910064697, backward_time, 26.519299268722534, epoch, 21
Random seed, 7, forward time, 12.02509355545044, inference time, 993.9168164730072, qp time, 209.6506643295288, backward_time, 30.554745197296143, epoch, 24
Random seed, 14, forward time, 18.32323384284973, inference time, 1212.015103816986, qp time, 324.2456605434418, backward_time, 46.406514406204224, epoch, 38
Random seed, 1, forward time, 15.61843991279602, inference time, 1292.6140413284302, qp time, 290.1120548248291, backward_time, 39.98814010620117, epoch, 33
Random seed, 18, forward time, 18.040993213653564, inference time, 1380.7120084762573, qp time, 321.4631414413452, backward_time, 46.01901435852051, epoch, 33
Random seed, 27, forward time, 13.92039704322815, inference time, 1522.1728711128235, qp time, 247.5010302066803, backward_time, 35.58027791976929, epoch, 26
Random seed, 4, forward time, 23.773565530776978, inference time, 1558.9534511566162, qp time, 334.5417170524597, backward_time, 57.55360293388367, epoch, 39
