Random seed, 99812, forward time, 0, qp time, 0, backward_time, 0
Random seed, 31129, forward time, 0, qp time, 0, backward_time, 0
Random seed, 97796, forward time, 0, qp time, 0, backward_time, 0
Random seed, 93991, forward time, 27.136609315872192, qp time, 83.9586820602417, backward_time, 243.93465399742126
Random seed, 63358, forward time, 1915.7025525569916, qp time, 316.15812039375305, backward_time, 31.118058919906616
Random seed, 18000, forward time, 5023.348924398422, qp time, 9761.335136413574, backward_time, 1098.2612345218658
