Random seed, 34, training time, 86.00650000572205, optimization time, 2333.3476815223694
Random seed, 17, training time, 95.46213746070862, optimization time, 2663.551114797592
Random seed, 5, training time, 93.06748175621033, optimization time, 2748.161809682846
Random seed, 9, training time, 81.17889475822449, optimization time, 2765.7118244171143
Random seed, 27, training time, 82.19113278388977, optimization time, 2711.1435062885284
Random seed, 25, training time, 86.60582876205444, optimization time, 2762.298775911331
Random seed, 33, training time, 84.64886140823364, optimization time, 2774.6882605552673
Random seed, 43, training time, 96.63377571105957, optimization time, 2725.1796724796295
Random seed, 41, training time, 87.90565037727356, optimization time, 2785.1620523929596
Random seed, 35, training time, 94.9310736656189, optimization time, 2765.7936084270477
Random seed, 15, training time, 91.04274702072144, optimization time, 2921.4946632385254
Random seed, 11, training time, 88.25004529953003, optimization time, 2932.400618314743
Random seed, 22, training time, 98.78872728347778, optimization time, 2925.3861322402954
Random seed, 4, training time, 94.75597739219666, optimization time, 3003.5690364837646
Random seed, 32, training time, 116.27156591415405, optimization time, 2930.214946269989
Random seed, 45, training time, 87.87767386436462, optimization time, 2956.454359769821
Random seed, 16, training time, 96.71987199783325, optimization time, 3073.4485473632812
Random seed, 49, training time, 99.07751512527466, optimization time, 2970.612625360489
Random seed, 36, training time, 84.76561737060547, optimization time, 2939.084630727768
Random seed, 37, training time, 75.92703652381897, optimization time, 2977.2587354183197
Random seed, 18, training time, 100.10811591148376, optimization time, 3011.0381038188934
Random seed, 13, training time, 87.59713339805603, optimization time, 3085.9869413375854
Random seed, 2, training time, 94.09909081459045, optimization time, 3124.955529689789
Random seed, 1, training time, 86.48332524299622, optimization time, 3145.1142072677612
Random seed, 44, training time, 90.92524838447571, optimization time, 3026.610114097595
Random seed, 40, training time, 83.0821647644043, optimization time, 3072.4151027202606
Random seed, 46, training time, 95.4099018573761, optimization time, 3021.6392002105713
Random seed, 6, training time, 88.92303609848022, optimization time, 3306.8348305225372
Random seed, 47, training time, 84.73334074020386, optimization time, 3111.719480752945
Random seed, 42, training time, 87.60245847702026, optimization time, 3181.8059628009796
Random seed, 24, training time, 99.38359236717224, optimization time, 3230.5633828639984
Random seed, 8, training time, 88.49133825302124, optimization time, 3440.756938934326
Random seed, 12, training time, 81.24659276008606, optimization time, 3471.3258368968964
Random seed, 38, training time, 92.19556140899658, optimization time, 3309.5055661201477
Random seed, 23, training time, 102.51727819442749, optimization time, 3454.5288591384888
Random seed, 28, training time, 92.64068531990051, optimization time, 3454.0403463840485
Random seed, 20, training time, 82.91067862510681, optimization time, 3501.2180790901184
Random seed, 10, training time, 100.22367143630981, optimization time, 3529.0201942920685
Random seed, 48, training time, 99.26324820518494, optimization time, 3524.256400346756
Random seed, 21, training time, 105.6311867237091, optimization time, 3603.977758407593
Random seed, 26, training time, 96.60387134552002, optimization time, 3643.4068768024445
Random seed, 39, training time, 105.39225935935974, optimization time, 3661.1889822483063
Random seed, 7, training time, 92.49025440216064, optimization time, 3954.2869548797607
Random seed, 19, training time, 83.15743970870972, optimization time, 3866.3594517707825
Random seed, 50, training time, 101.42715620994568, optimization time, 3797.6542785167694
Random seed, 29, training time, 90.62465929985046, optimization time, 3888.9544949531555
Random seed, 14, training time, 84.77529382705688, optimization time, 4170.808047533035
Random seed, 30, training time, 76.71024179458618, optimization time, 4219.356631040573
Random seed, 3, training time, 87.88550806045532, optimization time, 4348.414760112762
Random seed, 31, training time, 92.91637134552002, optimization time, 4788.8509113788605
