Random seed, 12, training time, 6012.334148406982, optimization time, 0
Random seed, 19, training time, 6019.1809775829315, optimization time, 0
Random seed, 30, training time, 7146.5652115345, optimization time, 0
Random seed, 26, training time, 7649.595523357391, optimization time, 0
Random seed, 7, training time, 7594.574656486511, optimization time, 0
Random seed, 13, training time, 7896.694223165512, optimization time, 0
Random seed, 28, training time, 8218.413336753845, optimization time, 0
Random seed, 5, training time, 8134.340042829514, optimization time, 0
Random seed, 17, training time, 8209.395173072815, optimization time, 0
Random seed, 23, training time, 8329.27577328682, optimization time, 0
Random seed, 20, training time, 9616.113368272781, optimization time, 0
Random seed, 10, training time, 9948.766756772995, optimization time, 0
Random seed, 9, training time, 10331.929594278336, optimization time, 0
Random seed, 16, training time, 10577.829985618591, optimization time, 0
Random seed, 2, training time, 11011.041674852371, optimization time, 0
Random seed, 25, training time, 11235.70676779747, optimization time, 0
Random seed, 6, training time, 11392.949321269989, optimization time, 0
Random seed, 24, training time, 12373.059159040451, optimization time, 0
Random seed, 1, training time, 13480.968346834183, optimization time, 0
Random seed, 27, training time, 13493.923546552658, optimization time, 0
Random seed, 3, training time, 13777.79281115532, optimization time, 0
Random seed, 14, training time, 14066.5191988945, optimization time, 0
Random seed, 11, training time, 13944.686625003815, optimization time, 0
Random seed, 4, training time, 14096.722215414047, optimization time, 0
Random seed, 18, training time, 16552.94127392769, optimization time, 0
Random seed, 29, training time, 17531.10243868828, optimization time, 0
Random seed, 8, training time, 18086.153156518936, optimization time, 0
Random seed, 15, training time, 19075.94732069969, optimization time, 0
Random seed, 21, training time, 23548.036910772324, optimization time, 0
