Random seed, 36, training time, 95.35280275344849, optimization time, 1393.400148153305
Random seed, 41, training time, 81.76827812194824, optimization time, 1375.9419376850128
Random seed, 17, training time, 92.46089220046997, optimization time, 1633.327147245407
Random seed, 3, training time, 90.44352436065674, optimization time, 1729.6158435344696
Random seed, 13, training time, 76.99151635169983, optimization time, 1752.418072462082
Random seed, 10, training time, 80.59258460998535, optimization time, 1828.9224257469177
Random seed, 4, training time, 77.31390309333801, optimization time, 1873.4904201030731
Random seed, 45, training time, 76.17882943153381, optimization time, 1781.7460312843323
Random seed, 35, training time, 87.46577882766724, optimization time, 1816.6276519298553
Random seed, 27, training time, 74.58787655830383, optimization time, 1835.601979970932
Random seed, 5, training time, 100.1601014137268, optimization time, 1986.0211939811707
Random seed, 9, training time, 99.5779869556427, optimization time, 1994.9377181529999
Random seed, 6, training time, 97.33133721351624, optimization time, 1975.598213672638
Random seed, 23, training time, 78.02779722213745, optimization time, 1915.0139138698578
Random seed, 32, training time, 69.07064461708069, optimization time, 1885.1634368896484
Random seed, 15, training time, 100.6577377319336, optimization time, 1983.929706811905
Random seed, 34, training time, 65.29257273674011, optimization time, 1959.8097071647644
Random seed, 7, training time, 95.25062942504883, optimization time, 2117.4849078655243
Random seed, 24, training time, 59.423892974853516, optimization time, 2012.5186095237732
Random seed, 8, training time, 83.53138637542725, optimization time, 2192.4581682682037
Random seed, 43, training time, 90.66810846328735, optimization time, 1995.240288734436
Random seed, 14, training time, 79.917813539505, optimization time, 2034.3263165950775
Random seed, 31, training time, 71.62261128425598, optimization time, 2041.73899269104
Random seed, 12, training time, 101.7556574344635, optimization time, 2200.9182596206665
Random seed, 18, training time, 73.36381101608276, optimization time, 2123.882435321808
Random seed, 2, training time, 95.29289841651917, optimization time, 2295.6594953536987
Random seed, 20, training time, 90.76247596740723, optimization time, 2211.051725625992
Random seed, 1, training time, 93.45804333686829, optimization time, 2285.5449657440186
Random seed, 11, training time, 86.23856997489929, optimization time, 2242.0677478313446
Random seed, 42, training time, 92.80191087722778, optimization time, 2099.4611327648163
Random seed, 16, training time, 69.34166049957275, optimization time, 2250.801570892334
Random seed, 39, training time, 71.45036125183105, optimization time, 2154.174907684326
Random seed, 26, training time, 89.52095413208008, optimization time, 2218.0497941970825
Random seed, 47, training time, 78.53073143959045, optimization time, 2029.722942352295
Random seed, 50, training time, 91.8285915851593, optimization time, 2137.1774191856384
Random seed, 38, training time, 86.60155534744263, optimization time, 2206.308822631836
Random seed, 44, training time, 93.13335013389587, optimization time, 2224.490574121475
Random seed, 40, training time, 81.25944066047668, optimization time, 2179.150538921356
Random seed, 22, training time, 92.3300187587738, optimization time, 2290.366376399994
Random seed, 49, training time, 95.53121757507324, optimization time, 2153.21257519722
Random seed, 28, training time, 76.4554877281189, optimization time, 2268.9156715869904
Random seed, 46, training time, 70.13024592399597, optimization time, 2180.747330188751
Random seed, 21, training time, 81.67139625549316, optimization time, 2351.002373933792
Random seed, 25, training time, 94.72010159492493, optimization time, 2326.0527753829956
Random seed, 37, training time, 68.54194283485413, optimization time, 2288.1010949611664
Random seed, 19, training time, 87.4505705833435, optimization time, 2379.305136203766
Random seed, 29, training time, 75.68187475204468, optimization time, 2342.498160839081
Random seed, 30, training time, 78.68619775772095, optimization time, 2406.988414287567
Random seed, 33, training time, 68.63911151885986, optimization time, 2624.5933887958527
Random seed, 48, training time, 84.17632699012756, optimization time, 2566.902782201767
