Random seed, 36, training time, 2718.7207536697388, optimization time, 0
Random seed, 17, training time, 2809.2187254428864, optimization time, 0
Random seed, 41, training time, 2717.394690513611, optimization time, 0
Random seed, 10, training time, 2894.0632729530334, optimization time, 0
Random seed, 13, training time, 3114.239401578903, optimization time, 0
Random seed, 3, training time, 3152.528333425522, optimization time, 0
Random seed, 45, training time, 2930.360811471939, optimization time, 0
Random seed, 6, training time, 3147.9220674037933, optimization time, 0
Random seed, 35, training time, 3053.3143680095673, optimization time, 0
Random seed, 4, training time, 3242.811847448349, optimization time, 0
Random seed, 27, training time, 3148.247048854828, optimization time, 0
Random seed, 5, training time, 3283.248309135437, optimization time, 0
Random seed, 43, training time, 3091.440483570099, optimization time, 0
Random seed, 23, training time, 3241.346738100052, optimization time, 0
Random seed, 15, training time, 3282.196167945862, optimization time, 0
Random seed, 9, training time, 3303.0346598625183, optimization time, 0
Random seed, 34, training time, 3194.9466602802277, optimization time, 0
Random seed, 8, training time, 3404.9866638183594, optimization time, 0
Random seed, 32, training time, 3309.9989428520203, optimization time, 0
Random seed, 7, training time, 3485.665303707123, optimization time, 0
Random seed, 31, training time, 3407.0403423309326, optimization time, 0
Random seed, 12, training time, 3576.510042667389, optimization time, 0
Random seed, 14, training time, 3497.8128638267517, optimization time, 0
Random seed, 18, training time, 3537.510574579239, optimization time, 0
Random seed, 2, training time, 3625.986665248871, optimization time, 0
Random seed, 24, training time, 3477.4083771705627, optimization time, 0
Random seed, 39, training time, 3426.0212953090668, optimization time, 0
Random seed, 26, training time, 3572.01273727417, optimization time, 0
Random seed, 47, training time, 3380.73486328125, optimization time, 0
Random seed, 21, training time, 3600.5697588920593, optimization time, 0
Random seed, 42, training time, 3422.616411447525, optimization time, 0
Random seed, 28, training time, 3545.225826025009, optimization time, 0
Random seed, 44, training time, 3592.720502614975, optimization time, 0
Random seed, 20, training time, 3698.542531967163, optimization time, 0
Random seed, 49, training time, 3470.7278048992157, optimization time, 0
Random seed, 1, training time, 3799.9114887714386, optimization time, 0
Random seed, 22, training time, 3702.07985329628, optimization time, 0
Random seed, 19, training time, 3702.2731964588165, optimization time, 0
Random seed, 37, training time, 3622.0344455242157, optimization time, 0
Random seed, 11, training time, 3810.7961008548737, optimization time, 0
Random seed, 38, training time, 3623.7241258621216, optimization time, 0
Random seed, 40, training time, 3629.6691641807556, optimization time, 0
Random seed, 16, training time, 3813.8293640613556, optimization time, 0
Random seed, 25, training time, 3861.153739929199, optimization time, 0
Random seed, 33, training time, 3818.827117204666, optimization time, 0
Random seed, 46, training time, 3754.4236040115356, optimization time, 0
Random seed, 29, training time, 3944.512405872345, optimization time, 0
Random seed, 30, training time, 3940.197709798813, optimization time, 0
Random seed, 48, training time, 4190.9609932899475, optimization time, 0
Random seed, 50, training time, 5128.274672985077, optimization time, 0
