Random seed, 34, training time, 3844.6480433940887, optimization time, 0
Random seed, 17, training time, 4309.119510412216, optimization time, 0
Random seed, 32, training time, 4325.357138156891, optimization time, 0
Random seed, 27, training time, 4489.055538654327, optimization time, 0
Random seed, 5, training time, 4469.994685173035, optimization time, 0
Random seed, 43, training time, 4408.615576982498, optimization time, 0
Random seed, 9, training time, 4489.956423521042, optimization time, 0
Random seed, 15, training time, 4476.804937362671, optimization time, 0
Random seed, 33, training time, 4458.543329238892, optimization time, 0
Random seed, 4, training time, 4514.842211723328, optimization time, 0
Random seed, 41, training time, 4468.722318887711, optimization time, 0
Random seed, 45, training time, 4547.092883825302, optimization time, 0
Random seed, 6, training time, 4627.480624198914, optimization time, 0
Random seed, 25, training time, 4608.409884929657, optimization time, 0
Random seed, 44, training time, 4641.687649011612, optimization time, 0
Random seed, 37, training time, 4671.17688369751, optimization time, 0
Random seed, 18, training time, 4743.862171888351, optimization time, 0
Random seed, 11, training time, 4739.723428249359, optimization time, 0
Random seed, 40, training time, 4737.891904592514, optimization time, 0
Random seed, 35, training time, 4744.783720970154, optimization time, 0
Random seed, 22, training time, 4791.883230447769, optimization time, 0
Random seed, 36, training time, 4710.062927007675, optimization time, 0
Random seed, 49, training time, 4721.28994178772, optimization time, 0
Random seed, 46, training time, 4732.159998178482, optimization time, 0
Random seed, 47, training time, 4784.6061398983, optimization time, 0
Random seed, 16, training time, 4882.13600730896, optimization time, 0
Random seed, 1, training time, 4934.58717250824, optimization time, 0
Random seed, 2, training time, 5039.501795291901, optimization time, 0
Random seed, 42, training time, 5000.381697177887, optimization time, 0
Random seed, 20, training time, 5178.291226148605, optimization time, 0
Random seed, 38, training time, 5127.601947784424, optimization time, 0
Random seed, 8, training time, 5198.436265230179, optimization time, 0
Random seed, 12, training time, 5185.564133644104, optimization time, 0
Random seed, 13, training time, 5204.203070640564, optimization time, 0
Random seed, 24, training time, 5245.1646955013275, optimization time, 0
Random seed, 48, training time, 5192.102049589157, optimization time, 0
Random seed, 26, training time, 5320.2267327308655, optimization time, 0
Random seed, 23, training time, 5463.988986968994, optimization time, 0
Random seed, 10, training time, 5484.106249094009, optimization time, 0
Random seed, 28, training time, 5493.39953494072, optimization time, 0
Random seed, 19, training time, 5571.278888940811, optimization time, 0
Random seed, 21, training time, 5561.156998872757, optimization time, 0
Random seed, 39, training time, 5535.014398813248, optimization time, 0
Random seed, 50, training time, 5744.62192440033, optimization time, 0
Random seed, 7, training time, 5848.794145345688, optimization time, 0
Random seed, 29, training time, 5987.142777681351, optimization time, 0
Random seed, 14, training time, 6152.764545917511, optimization time, 0
Random seed, 3, training time, 6271.6569747924805, optimization time, 0
Random seed, 30, training time, 6320.157584190369, optimization time, 0
Random seed, 31, training time, 7030.356312990189, optimization time, 0
