Random seed, 34, training time, 3948.8836691379547, optimization time, 0
Random seed, 17, training time, 4138.855133056641, optimization time, 0
Random seed, 4, training time, 4388.821206331253, optimization time, 0
Random seed, 15, training time, 4444.759772539139, optimization time, 0
Random seed, 5, training time, 4500.314440250397, optimization time, 0
Random seed, 32, training time, 4462.605772256851, optimization time, 0
Random seed, 27, training time, 4530.053215503693, optimization time, 0
Random seed, 9, training time, 4543.076428890228, optimization time, 0
Random seed, 33, training time, 4579.41233086586, optimization time, 0
Random seed, 25, training time, 4544.905710935593, optimization time, 0
Random seed, 22, training time, 4601.863902568817, optimization time, 0
Random seed, 49, training time, 4512.198254823685, optimization time, 0
Random seed, 41, training time, 4553.679456472397, optimization time, 0
Random seed, 43, training time, 4545.401957273483, optimization time, 0
Random seed, 37, training time, 4625.152333021164, optimization time, 0
Random seed, 45, training time, 4673.245718717575, optimization time, 0
Random seed, 46, training time, 4617.802601575851, optimization time, 0
Random seed, 18, training time, 4747.52742433548, optimization time, 0
Random seed, 36, training time, 4773.592711925507, optimization time, 0
Random seed, 47, training time, 4744.5103459358215, optimization time, 0
Random seed, 35, training time, 4849.040629148483, optimization time, 0
Random seed, 40, training time, 4799.6949553489685, optimization time, 0
Random seed, 11, training time, 4842.790246963501, optimization time, 0
Random seed, 24, training time, 4879.593178033829, optimization time, 0
Random seed, 1, training time, 4966.462626457214, optimization time, 0
Random seed, 13, training time, 4936.5071766376495, optimization time, 0
Random seed, 20, training time, 4932.577932834625, optimization time, 0
Random seed, 16, training time, 4973.306784391403, optimization time, 0
Random seed, 6, training time, 5001.630018949509, optimization time, 0
Random seed, 44, training time, 4923.315199613571, optimization time, 0
Random seed, 2, training time, 5095.704939842224, optimization time, 0
Random seed, 42, training time, 5012.212118864059, optimization time, 0
Random seed, 38, training time, 5102.089933156967, optimization time, 0
Random seed, 48, training time, 5165.310607671738, optimization time, 0
Random seed, 23, training time, 5299.166456460953, optimization time, 0
Random seed, 39, training time, 5398.131313800812, optimization time, 0
Random seed, 12, training time, 5468.974535703659, optimization time, 0
Random seed, 21, training time, 5423.609229564667, optimization time, 0
Random seed, 26, training time, 5441.070725679398, optimization time, 0
Random seed, 28, training time, 5538.816459178925, optimization time, 0
Random seed, 8, training time, 5536.834397315979, optimization time, 0
Random seed, 10, training time, 5537.720326423645, optimization time, 0
Random seed, 19, training time, 5620.892780780792, optimization time, 0
Random seed, 7, training time, 5810.845633506775, optimization time, 0
Random seed, 50, training time, 5663.934791564941, optimization time, 0
Random seed, 29, training time, 6141.522305965424, optimization time, 0
Random seed, 14, training time, 6177.015764474869, optimization time, 0
Random seed, 3, training time, 6308.58620429039, optimization time, 0
Random seed, 30, training time, 6301.950508356094, optimization time, 0
Random seed, 31, training time, 7135.791492462158, optimization time, 0
