Random seed, 26, training time, 83.91196012496948, optimization time, 553.2901532649994
Random seed, 12, training time, 89.93453073501587, optimization time, 888.3430230617523
Random seed, 28, training time, 81.09277820587158, optimization time, 857.3673050403595
Random seed, 1, training time, 144.5335214138031, optimization time, 869.7815306186676
Random seed, 9, training time, 114.24031376838684, optimization time, 1007.6781060695648
Random seed, 16, training time, 107.12485766410828, optimization time, 1100.7160325050354
Random seed, 19, training time, 78.09841823577881, optimization time, 1163.2680106163025
Random seed, 13, training time, 67.91958665847778, optimization time, 1200.6550512313843
Random seed, 17, training time, 96.19438076019287, optimization time, 1288.5249660015106
Random seed, 10, training time, 109.74656367301941, optimization time, 1262.5163071155548
Random seed, 7, training time, 117.40059566497803, optimization time, 1292.2734797000885
Random seed, 5, training time, 99.63326406478882, optimization time, 1282.687332391739
Random seed, 20, training time, 103.97477626800537, optimization time, 1402.5130383968353
Random seed, 23, training time, 84.57463669776917, optimization time, 1386.4986236095428
Random seed, 24, training time, 128.59424781799316, optimization time, 1307.9003233909607
Random seed, 2, training time, 72.88084983825684, optimization time, 1393.8955335617065
Random seed, 6, training time, 136.16040205955505, optimization time, 1355.1248960494995
Random seed, 14, training time, 86.27496004104614, optimization time, 1435.5655679702759
Random seed, 30, training time, 98.04415202140808, optimization time, 1442.4114146232605
Random seed, 8, training time, 69.0123360157013, optimization time, 1509.2251470088959
Random seed, 18, training time, 98.36036372184753, optimization time, 1593.7043297290802
Random seed, 27, training time, 104.46604466438293, optimization time, 1523.208675146103
Random seed, 3, training time, 99.7512948513031, optimization time, 1554.4687430858612
Random seed, 25, training time, 86.29531478881836, optimization time, 1681.1952602863312
Random seed, 21, training time, 133.17221999168396, optimization time, 1799.1705458164215
Random seed, 29, training time, 122.10414576530457, optimization time, 1845.0005180835724
Random seed, 11, training time, 101.96925091743469, optimization time, 1878.643716096878
Random seed, 4, training time, 107.32707381248474, optimization time, 1916.8922510147095
Random seed, 15, training time, 115.18047904968262, optimization time, 1983.7625284194946
Random seed, 22, training time, 139.73096251487732, optimization time, 2534.103985786438
