Random seed, 36, training time, 9428.444751024246, optimization time, 0
Random seed, 10, training time, 12731.201681375504, optimization time, 0
Random seed, 43, training time, 12706.289807081223, optimization time, 0
Random seed, 26, training time, 14479.144663572311, optimization time, 0
Random seed, 17, training time, 14700.165222406387, optimization time, 0
Random seed, 45, training time, 14630.986010074615, optimization time, 0
Random seed, 6, training time, 15347.197959184647, optimization time, 0
Random seed, 13, training time, 15770.597109556198, optimization time, 0
Random seed, 9, training time, 15980.577202796936, optimization time, 0
Random seed, 49, training time, 16789.043707370758, optimization time, 0
Random seed, 41, training time, 16966.051521778107, optimization time, 0
Random seed, 35, training time, 17246.8071372509, optimization time, 0
Random seed, 24, training time, 17388.637989997864, optimization time, 0
Random seed, 47, training time, 18906.691793203354, optimization time, 0
Random seed, 5, training time, 19244.82320332527, optimization time, 0
Random seed, 34, training time, 19271.455045938492, optimization time, 0
Random seed, 23, training time, 19496.973714590073, optimization time, 0
Random seed, 37, training time, 19918.133034706116, optimization time, 0
Random seed, 21, training time, 20399.693826913834, optimization time, 0
Random seed, 42, training time, 20674.376259088516, optimization time, 0
Random seed, 50, training time, 20730.807983875275, optimization time, 0
Random seed, 19, training time, 20885.002922058105, optimization time, 0
Random seed, 14, training time, 21164.504978895187, optimization time, 0
Random seed, 31, training time, 21325.069106817245, optimization time, 0
Random seed, 4, training time, 21750.157363176346, optimization time, 0
Random seed, 39, training time, 21661.219269752502, optimization time, 0
Random seed, 18, training time, 21854.73491835594, optimization time, 0
Random seed, 8, training time, 22105.07365012169, optimization time, 0
Random seed, 38, training time, 22443.74643754959, optimization time, 0
Random seed, 27, training time, 22576.2610309124, optimization time, 0
Random seed, 40, training time, 22646.73315525055, optimization time, 0
Random seed, 12, training time, 22708.049728155136, optimization time, 0
Random seed, 32, training time, 22870.014593601227, optimization time, 0
Random seed, 25, training time, 23073.760289907455, optimization time, 0
Random seed, 2, training time, 23812.341396570206, optimization time, 0
Random seed, 1, training time, 24207.21058988571, optimization time, 0
Random seed, 22, training time, 24453.630652427673, optimization time, 0
Random seed, 7, training time, 24551.01873779297, optimization time, 0
Random seed, 28, training time, 24585.64181804657, optimization time, 0
Random seed, 48, training time, 26731.030167102814, optimization time, 0
Random seed, 44, training time, 27093.791429042816, optimization time, 0
Random seed, 30, training time, 27965.23834824562, optimization time, 0
Random seed, 11, training time, 28926.023551225662, optimization time, 0
Random seed, 33, training time, 28950.787707328796, optimization time, 0
Random seed, 16, training time, 29378.982097148895, optimization time, 0
Random seed, 46, training time, 29514.00061583519, optimization time, 0
Random seed, 20, training time, 32966.22286581993, optimization time, 0
Random seed, 29, training time, 33407.283591747284, optimization time, 0
