Random seed, 26, training time, 130.10456013679504, optimization time, 1402.1529455184937
Random seed, 36, training time, 119.12052416801453, optimization time, 1378.9275403022766
Random seed, 10, training time, 93.05021739006042, optimization time, 1593.747790813446
Random seed, 6, training time, 96.21695160865784, optimization time, 1664.888492822647
Random seed, 13, training time, 100.07203412055969, optimization time, 1628.5889987945557
Random seed, 24, training time, 94.22732210159302, optimization time, 1644.9025537967682
Random seed, 17, training time, 120.7607147693634, optimization time, 1662.106086730957
Random seed, 45, training time, 111.0183436870575, optimization time, 1690.0573914051056
Random seed, 15, training time, 96.83228206634521, optimization time, 1775.9382429122925
Random seed, 8, training time, 100.95333504676819, optimization time, 1790.9170694351196
Random seed, 5, training time, 99.00703287124634, optimization time, 1832.6960048675537
Random seed, 34, training time, 111.30878257751465, optimization time, 1755.661549091339
Random seed, 47, training time, 106.15977263450623, optimization time, 1780.0048139095306
Random seed, 2, training time, 118.67709946632385, optimization time, 1839.7608294487
Random seed, 35, training time, 118.77826929092407, optimization time, 1759.7754554748535
Random seed, 4, training time, 93.00102734565735, optimization time, 1868.92404961586
Random seed, 41, training time, 101.63912510871887, optimization time, 1800.2747731208801
Random seed, 43, training time, 127.42063641548157, optimization time, 1802.3414478302002
Random seed, 9, training time, 121.52808737754822, optimization time, 1855.3751273155212
Random seed, 31, training time, 105.03857517242432, optimization time, 1876.8236768245697
Random seed, 3, training time, 108.98803853988647, optimization time, 1972.5839066505432
Random seed, 48, training time, 89.12101626396179, optimization time, 1932.8978140354156
Random seed, 32, training time, 115.2056086063385, optimization time, 1892.062471151352
Random seed, 16, training time, 106.91850566864014, optimization time, 1961.7288806438446
Random seed, 49, training time, 118.89510464668274, optimization time, 1878.8280429840088
Random seed, 44, training time, 109.33303809165955, optimization time, 1941.248950958252
Random seed, 42, training time, 105.80355644226074, optimization time, 1975.9760572910309
Random seed, 1, training time, 99.50931453704834, optimization time, 2044.8682589530945
Random seed, 25, training time, 106.84602785110474, optimization time, 2013.87921833992
Random seed, 37, training time, 99.96739864349365, optimization time, 1973.9440903663635
Random seed, 23, training time, 121.13180589675903, optimization time, 2089.683544397354
Random seed, 38, training time, 109.36254143714905, optimization time, 2094.790620326996
Random seed, 39, training time, 106.20994710922241, optimization time, 2061.2408928871155
Random seed, 40, training time, 102.424307346344, optimization time, 2090.8707020282745
Random seed, 27, training time, 123.79030132293701, optimization time, 2099.947393655777
Random seed, 12, training time, 99.07619380950928, optimization time, 2136.67228102684
Random seed, 50, training time, 112.80641603469849, optimization time, 2048.006644010544
Random seed, 30, training time, 93.76839303970337, optimization time, 2201.516590356827
Random seed, 22, training time, 103.37179374694824, optimization time, 2268.8446979522705
Random seed, 19, training time, 148.1908676624298, optimization time, 2269.2236063480377
Random seed, 7, training time, 112.35434031486511, optimization time, 2287.68950009346
Random seed, 14, training time, 140.2552034854889, optimization time, 2279.8906338214874
Random seed, 28, training time, 149.4101095199585, optimization time, 2192.632751226425
Random seed, 11, training time, 117.69826149940491, optimization time, 2323.68358874321
Random seed, 20, training time, 99.14824342727661, optimization time, 2301.658321619034
Random seed, 18, training time, 108.47504043579102, optimization time, 2321.5866289138794
Random seed, 29, training time, 123.50991010665894, optimization time, 2264.3430659770966
Random seed, 46, training time, 116.85532712936401, optimization time, 2360.7421152591705
Random seed, 33, training time, 112.40984106063843, optimization time, 2404.646163702011
Random seed, 21, training time, 192.9161033630371, optimization time, 3024.1283581256866
