Random seed, 26, training time, 1561.503297328949
Random seed, 12, training time, 1837.2889547348022
Random seed, 28, training time, 1877.8235251903534
Random seed, 1, training time, 2231.0908324718475
Random seed, 19, training time, 2160.358866214752
Random seed, 9, training time, 2218.06987285614
Random seed, 16, training time, 2270.955065727234
Random seed, 7, training time, 2262.8164110183716
Random seed, 13, training time, 2282.2595279216766
Random seed, 30, training time, 2353.457113265991
Random seed, 17, training time, 2387.508220911026
Random seed, 24, training time, 2371.2630174160004
Random seed, 10, training time, 2407.2165851593018
Random seed, 23, training time, 2480.2423465251923
Random seed, 5, training time, 2485.9320328235626
Random seed, 20, training time, 2490.8458380699158
Random seed, 2, training time, 2547.9652032852173
Random seed, 6, training time, 2645.080352306366
Random seed, 27, training time, 2698.4481704235077
Random seed, 14, training time, 2778.6664628982544
Random seed, 3, training time, 2819.321337223053
Random seed, 25, training time, 2846.1232085227966
Random seed, 8, training time, 2985.0909588336945
Random seed, 29, training time, 3060.080265045166
Random seed, 18, training time, 3110.1426858901978
Random seed, 21, training time, 3171.0832154750824
Random seed, 4, training time, 3139.873480319977
Random seed, 11, training time, 3231.961865901947
Random seed, 15, training time, 3392.943463563919
Random seed, 22, training time, 4283.169739484787
