Random seed, 41, training time, 81.2862434387207, optimization time, 1364.2686657905579
Random seed, 36, training time, 95.64125156402588, optimization time, 1406.0878374576569
Random seed, 3, training time, 92.23157596588135, optimization time, 1751.6542749404907
Random seed, 17, training time, 92.18562054634094, optimization time, 1680.9215626716614
Random seed, 10, training time, 80.26428413391113, optimization time, 1780.0790145397186
Random seed, 45, training time, 74.52040243148804, optimization time, 1747.0057725906372
Random seed, 43, training time, 77.96721577644348, optimization time, 1771.8251838684082
Random seed, 13, training time, 77.56869173049927, optimization time, 1891.8661251068115
Random seed, 35, training time, 88.47185182571411, optimization time, 1784.2395672798157
Random seed, 4, training time, 76.54174137115479, optimization time, 1926.2931084632874
Random seed, 27, training time, 74.93638110160828, optimization time, 1840.3250303268433
Random seed, 5, training time, 99.83272218704224, optimization time, 1947.7096531391144
Random seed, 6, training time, 97.23035883903503, optimization time, 1930.0085954666138
Random seed, 34, training time, 65.68437719345093, optimization time, 1908.0291640758514
Random seed, 23, training time, 78.52231121063232, optimization time, 1917.5526735782623
Random seed, 32, training time, 69.98420357704163, optimization time, 1924.848051071167
Random seed, 9, training time, 101.11896705627441, optimization time, 1981.1283569335938
Random seed, 15, training time, 99.98781967163086, optimization time, 2038.6645483970642
Random seed, 31, training time, 72.03674054145813, optimization time, 2017.0932126045227
Random seed, 8, training time, 84.09795331954956, optimization time, 2106.5797843933105
Random seed, 14, training time, 79.98115921020508, optimization time, 2005.939303636551
Random seed, 24, training time, 60.72476553916931, optimization time, 2078.1503689289093
Random seed, 2, training time, 94.49010825157166, optimization time, 2307.3236997127533
Random seed, 7, training time, 93.48145794868469, optimization time, 2142.648824930191
Random seed, 42, training time, 91.1124963760376, optimization time, 2045.4968841075897
Random seed, 39, training time, 70.33340668678284, optimization time, 2083.3171124458313
Random seed, 1, training time, 93.48295640945435, optimization time, 2263.392416000366
Random seed, 47, training time, 81.06320595741272, optimization time, 2047.8540415763855
Random seed, 18, training time, 72.8850314617157, optimization time, 2136.7008771896362
Random seed, 20, training time, 91.19889879226685, optimization time, 2207.0103895664215
Random seed, 46, training time, 68.95538091659546, optimization time, 2147.521697282791
Random seed, 50, training time, 94.20750617980957, optimization time, 2118.802155017853
Random seed, 26, training time, 89.99009728431702, optimization time, 2193.9094326496124
Random seed, 12, training time, 102.95711088180542, optimization time, 2244.24285697937
Random seed, 38, training time, 85.69957280158997, optimization time, 2200.3394300937653
Random seed, 16, training time, 68.10515975952148, optimization time, 2282.7065930366516
Random seed, 11, training time, 86.93463969230652, optimization time, 2282.5025470256805
Random seed, 37, training time, 67.94070672988892, optimization time, 2274.821215867996
Random seed, 49, training time, 95.91021513938904, optimization time, 2187.742278575897
Random seed, 44, training time, 91.10332155227661, optimization time, 2305.331002473831
Random seed, 19, training time, 87.77067041397095, optimization time, 2376.8640155792236
Random seed, 25, training time, 95.36979579925537, optimization time, 2373.589506626129
Random seed, 22, training time, 92.12842440605164, optimization time, 2326.496782541275
Random seed, 21, training time, 81.6700918674469, optimization time, 2357.251434326172
Random seed, 40, training time, 79.97480916976929, optimization time, 2344.8088154792786
Random seed, 28, training time, 75.51275944709778, optimization time, 2308.670483350754
Random seed, 29, training time, 75.56162190437317, optimization time, 2433.2918627262115
Random seed, 30, training time, 78.69246506690979, optimization time, 2433.5951437950134
Random seed, 33, training time, 68.72903752326965, optimization time, 2623.3745169639587
Random seed, 48, training time, 86.52333879470825, optimization time, 2627.785050392151
