Random seed, 36, training time, 98.04985165596008, optimization time, 1311.114815235138
Random seed, 41, training time, 80.88191533088684, optimization time, 1374.9201865196228
Random seed, 17, training time, 91.20875692367554, optimization time, 1592.4530637264252
Random seed, 3, training time, 91.8565149307251, optimization time, 1738.356333732605
Random seed, 13, training time, 75.4700677394867, optimization time, 1858.1594059467316
Random seed, 4, training time, 75.59060263633728, optimization time, 1942.6959886550903
Random seed, 5, training time, 99.19029521942139, optimization time, 1928.7755615711212
Random seed, 10, training time, 78.69685983657837, optimization time, 1926.3120000362396
Random seed, 27, training time, 73.3139796257019, optimization time, 1848.1728608608246
Random seed, 6, training time, 96.40488815307617, optimization time, 1985.4955687522888
Random seed, 14, training time, 81.18189358711243, optimization time, 1955.338101387024
Random seed, 23, training time, 77.92524290084839, optimization time, 1911.8244411945343
Random seed, 9, training time, 99.72389054298401, optimization time, 1983.2788996696472
Random seed, 32, training time, 69.03854250907898, optimization time, 1866.0688772201538
Random seed, 45, training time, 74.89014720916748, optimization time, 1842.1292860507965
Random seed, 34, training time, 65.3359444141388, optimization time, 1885.3020305633545
Random seed, 15, training time, 100.86795473098755, optimization time, 2029.903074979782
Random seed, 24, training time, 60.21721577644348, optimization time, 1992.2687056064606
Random seed, 35, training time, 87.19458246231079, optimization time, 1902.8002290725708
Random seed, 31, training time, 71.39956855773926, optimization time, 2005.069940328598
Random seed, 43, training time, 92.35823392868042, optimization time, 1955.0959687232971
Random seed, 26, training time, 86.25156927108765, optimization time, 2096.176243543625
Random seed, 11, training time, 83.65918302536011, optimization time, 2197.4259643554688
Random seed, 1, training time, 92.67007064819336, optimization time, 2255.654046058655
Random seed, 22, training time, 90.26014995574951, optimization time, 2141.07341504097
Random seed, 12, training time, 102.36554527282715, optimization time, 2151.782990217209
Random seed, 7, training time, 93.96888637542725, optimization time, 2250.022560596466
Random seed, 47, training time, 78.08105778694153, optimization time, 2061.9154608249664
Random seed, 2, training time, 93.73832964897156, optimization time, 2282.571721315384
Random seed, 39, training time, 71.2075617313385, optimization time, 2083.7912306785583
Random seed, 49, training time, 94.94642162322998, optimization time, 2064.3066918849945
Random seed, 8, training time, 82.62011504173279, optimization time, 2372.070951938629
Random seed, 18, training time, 72.27351474761963, optimization time, 2309.6014997959137
Random seed, 50, training time, 91.99429392814636, optimization time, 2143.297058582306
Random seed, 16, training time, 68.84473705291748, optimization time, 2344.879725217819
Random seed, 38, training time, 87.19713592529297, optimization time, 2177.537305355072
Random seed, 46, training time, 70.75938034057617, optimization time, 2194.7309081554413
Random seed, 28, training time, 75.76899576187134, optimization time, 2246.974301338196
Random seed, 21, training time, 80.60490560531616, optimization time, 2363.28777384758
Random seed, 20, training time, 90.09229612350464, optimization time, 2356.009994029999
Random seed, 42, training time, 92.9342098236084, optimization time, 2243.466809272766
Random seed, 25, training time, 92.9268000125885, optimization time, 2377.2446279525757
Random seed, 19, training time, 87.02460598945618, optimization time, 2445.6662628650665
Random seed, 37, training time, 69.57825493812561, optimization time, 2358.189987182617
Random seed, 30, training time, 77.27378225326538, optimization time, 2386.9549922943115
Random seed, 44, training time, 93.4940664768219, optimization time, 2384.5303378105164
Random seed, 29, training time, 74.48724555969238, optimization time, 2429.45934176445
Random seed, 40, training time, 80.08671736717224, optimization time, 2489.544003725052
Random seed, 48, training time, 84.78198218345642, optimization time, 2548.8796837329865
Random seed, 33, training time, 69.2857551574707, optimization time, 2659.4042387008667
