Random seed, 36, training time, 119.43624114990234, optimization time, 1403.2942707538605
Random seed, 26, training time, 129.51758933067322, optimization time, 1433.904517173767
Random seed, 10, training time, 91.86911249160767, optimization time, 1570.5553359985352
Random seed, 13, training time, 97.25261878967285, optimization time, 1605.24800157547
Random seed, 17, training time, 119.28201460838318, optimization time, 1620.0306701660156
Random seed, 6, training time, 96.55327129364014, optimization time, 1672.2203137874603
Random seed, 24, training time, 94.8807201385498, optimization time, 1681.79460811615
Random seed, 45, training time, 111.84746241569519, optimization time, 1703.1270689964294
Random seed, 8, training time, 101.49410009384155, optimization time, 1768.6218235492706
Random seed, 34, training time, 111.7494912147522, optimization time, 1757.8737988471985
Random seed, 15, training time, 97.66658782958984, optimization time, 1779.8025319576263
Random seed, 35, training time, 117.6395435333252, optimization time, 1774.1818912029266
Random seed, 2, training time, 117.08071851730347, optimization time, 1828.2794454097748
Random seed, 31, training time, 103.91684365272522, optimization time, 1845.426332950592
Random seed, 47, training time, 107.06101298332214, optimization time, 1815.2964458465576
Random seed, 9, training time, 118.8349826335907, optimization time, 1824.9651091098785
Random seed, 4, training time, 93.06203103065491, optimization time, 1871.7327589988708
Random seed, 49, training time, 116.88889598846436, optimization time, 1876.774676322937
Random seed, 43, training time, 127.95194983482361, optimization time, 1876.6561336517334
Random seed, 32, training time, 116.52098655700684, optimization time, 1904.3112239837646
Random seed, 41, training time, 105.6734414100647, optimization time, 1905.6936111450195
Random seed, 48, training time, 88.58544969558716, optimization time, 1931.6627757549286
Random seed, 44, training time, 109.45098376274109, optimization time, 1931.3492312431335
Random seed, 5, training time, 105.1473343372345, optimization time, 1955.0981204509735
Random seed, 16, training time, 108.29051566123962, optimization time, 1970.7446279525757
Random seed, 3, training time, 110.55363535881042, optimization time, 1991.0273747444153
Random seed, 25, training time, 106.15000629425049, optimization time, 1968.5015397071838
Random seed, 42, training time, 106.4344367980957, optimization time, 1966.1966898441315
Random seed, 37, training time, 100.48337936401367, optimization time, 2020.4489271640778
Random seed, 50, training time, 110.9656867980957, optimization time, 2026.338527917862
Random seed, 12, training time, 96.78143334388733, optimization time, 2051.1606431007385
Random seed, 39, training time, 104.95916199684143, optimization time, 2071.008387565613
Random seed, 23, training time, 120.77191138267517, optimization time, 2107.1257643699646
Random seed, 40, training time, 101.54504108428955, optimization time, 2064.4865272045135
Random seed, 38, training time, 109.60905385017395, optimization time, 2138.068414926529
Random seed, 27, training time, 122.04311013221741, optimization time, 2085.672009706497
Random seed, 21, training time, 131.54595184326172, optimization time, 2144.0827016830444
Random seed, 30, training time, 94.32250571250916, optimization time, 2180.5549263954163
Random seed, 18, training time, 103.97324752807617, optimization time, 2206.9963657855988
Random seed, 19, training time, 144.43903613090515, optimization time, 2227.207367658615
Random seed, 14, training time, 134.94825720787048, optimization time, 2253.094344139099
Random seed, 29, training time, 122.85392737388611, optimization time, 2248.0892250537872
Random seed, 28, training time, 151.4591178894043, optimization time, 2234.8161478042603
Random seed, 11, training time, 116.75028944015503, optimization time, 2344.027981519699
Random seed, 22, training time, 104.98109245300293, optimization time, 2319.654554128647
Random seed, 7, training time, 112.45095443725586, optimization time, 2335.275377511978
Random seed, 20, training time, 100.83057641983032, optimization time, 2356.992623090744
Random seed, 46, training time, 117.19683599472046, optimization time, 2392.563359260559
Random seed, 33, training time, 113.8051450252533, optimization time, 2459.0589683055878
Random seed, 1, training time, 145.59002923965454, optimization time, 2988.1826980113983
