Random seed, 12, training time, 5801.756726026535, optimization time, 0
Random seed, 19, training time, 6919.524167537689, optimization time, 0
Random seed, 7, training time, 6913.4850487709045, optimization time, 0
Random seed, 30, training time, 7473.667793273926, optimization time, 0
Random seed, 13, training time, 7524.179439306259, optimization time, 0
Random seed, 5, training time, 7665.267948389053, optimization time, 0
Random seed, 26, training time, 8690.445835113525, optimization time, 0
Random seed, 28, training time, 9163.841927051544, optimization time, 0
Random seed, 23, training time, 9230.327793359756, optimization time, 0
Random seed, 17, training time, 9415.040098428726, optimization time, 0
Random seed, 6, training time, 9873.589408159256, optimization time, 0
Random seed, 10, training time, 9869.074655532837, optimization time, 0
Random seed, 1, training time, 11299.519002914429, optimization time, 0
Random seed, 9, training time, 11340.355177402496, optimization time, 0
Random seed, 2, training time, 11279.007356405258, optimization time, 0
Random seed, 16, training time, 12295.811346054077, optimization time, 0
Random seed, 20, training time, 12367.276898622513, optimization time, 0
Random seed, 25, training time, 12560.27421760559, optimization time, 0
Random seed, 14, training time, 12995.314578533173, optimization time, 0
Random seed, 11, training time, 13112.613671779633, optimization time, 0
Random seed, 29, training time, 13286.317759513855, optimization time, 0
Random seed, 24, training time, 13873.855825185776, optimization time, 0
Random seed, 3, training time, 13965.7517952919, optimization time, 0
Random seed, 4, training time, 14878.379281759262, optimization time, 0
Random seed, 27, training time, 15091.130682229996, optimization time, 0
Random seed, 18, training time, 19971.56994533539, optimization time, 0
Random seed, 8, training time, 20321.672188043594, optimization time, 0
Random seed, 15, training time, 22753.726384162903, optimization time, 0
Random seed, 21, training time, 26023.76623558998, optimization time, 0
