Random seed, 41, training time, 2598.9955558776855, optimization time, 0
Random seed, 10, training time, 2734.1951172351837, optimization time, 0
Random seed, 36, training time, 2715.821868658066, optimization time, 0
Random seed, 17, training time, 2784.0155322551727, optimization time, 0
Random seed, 45, training time, 2853.6179926395416, optimization time, 0
Random seed, 3, training time, 3125.373120546341, optimization time, 0
Random seed, 6, training time, 3117.158672809601, optimization time, 0
Random seed, 13, training time, 3117.2156884670258, optimization time, 0
Random seed, 35, training time, 2985.311546564102, optimization time, 0
Random seed, 4, training time, 3209.805342435837, optimization time, 0
Random seed, 34, training time, 3068.329482316971, optimization time, 0
Random seed, 15, training time, 3233.3607244491577, optimization time, 0
Random seed, 43, training time, 3028.7023537158966, optimization time, 0
Random seed, 5, training time, 3290.3560020923615, optimization time, 0
Random seed, 23, training time, 3195.239490032196, optimization time, 0
Random seed, 27, training time, 3188.8323674201965, optimization time, 0
Random seed, 8, training time, 3260.0212774276733, optimization time, 0
Random seed, 9, training time, 3325.291927099228, optimization time, 0
Random seed, 2, training time, 3461.8498344421387, optimization time, 0
Random seed, 32, training time, 3345.7224292755127, optimization time, 0
Random seed, 12, training time, 3455.703796863556, optimization time, 0
Random seed, 47, training time, 3228.343995332718, optimization time, 0
Random seed, 31, training time, 3372.5629410743713, optimization time, 0
Random seed, 18, training time, 3457.0510902404785, optimization time, 0
Random seed, 7, training time, 3543.3045477867126, optimization time, 0
Random seed, 1, training time, 3567.697452545166, optimization time, 0
Random seed, 14, training time, 3531.18154668808, optimization time, 0
Random seed, 24, training time, 3451.353728055954, optimization time, 0
Random seed, 21, training time, 3492.1380326747894, optimization time, 0
Random seed, 26, training time, 3454.0442061424255, optimization time, 0
Random seed, 44, training time, 3487.2259953022003, optimization time, 0
Random seed, 16, training time, 3668.1297767162323, optimization time, 0
Random seed, 11, training time, 3695.2765624523163, optimization time, 0
Random seed, 20, training time, 3654.819273710251, optimization time, 0
Random seed, 37, training time, 3587.1385481357574, optimization time, 0
Random seed, 28, training time, 3582.1653192043304, optimization time, 0
Random seed, 42, training time, 3548.351805448532, optimization time, 0
Random seed, 49, training time, 3520.6182219982147, optimization time, 0
Random seed, 40, training time, 3614.003399372101, optimization time, 0
Random seed, 25, training time, 3765.6178030967712, optimization time, 0
Random seed, 50, training time, 3608.2406311035156, optimization time, 0
Random seed, 38, training time, 3678.7742912769318, optimization time, 0
Random seed, 33, training time, 3814.1598739624023, optimization time, 0
Random seed, 22, training time, 3889.3415966033936, optimization time, 0
Random seed, 19, training time, 3890.1455514431, optimization time, 0
Random seed, 46, training time, 3722.866014957428, optimization time, 0
Random seed, 29, training time, 3906.0266048908234, optimization time, 0
Random seed, 30, training time, 3974.1978747844696, optimization time, 0
Random seed, 48, training time, 4209.797259807587, optimization time, 0
Random seed, 39, training time, 4807.364572048187, optimization time, 0
