Random seed, 36, training time, 9429.326251268387, optimization time, 0
Random seed, 10, training time, 12901.858367919922, optimization time, 0
Random seed, 43, training time, 12910.323251485825, optimization time, 0
Random seed, 45, training time, 14377.725754022598, optimization time, 0
Random seed, 17, training time, 15114.962018728256, optimization time, 0
Random seed, 6, training time, 15522.450962305069, optimization time, 0
Random seed, 9, training time, 15711.352025985718, optimization time, 0
Random seed, 26, training time, 15638.116596460342, optimization time, 0
Random seed, 35, training time, 16520.87408876419, optimization time, 0
Random seed, 41, training time, 16687.076111078262, optimization time, 0
Random seed, 49, training time, 17255.852744340897, optimization time, 0
Random seed, 24, training time, 17741.69331908226, optimization time, 0
Random seed, 13, training time, 17942.692731380463, optimization time, 0
Random seed, 15, training time, 18910.131103515625, optimization time, 0
Random seed, 47, training time, 19166.66579246521, optimization time, 0
Random seed, 23, training time, 19416.705194950104, optimization time, 0
Random seed, 5, training time, 19593.75310111046, optimization time, 0
Random seed, 34, training time, 19616.131855487823, optimization time, 0
Random seed, 37, training time, 19729.580916404724, optimization time, 0
Random seed, 31, training time, 20725.87873315811, optimization time, 0
Random seed, 4, training time, 21129.269600391388, optimization time, 0
Random seed, 50, training time, 20788.19301891327, optimization time, 0
Random seed, 42, training time, 20962.2078666687, optimization time, 0
Random seed, 3, training time, 21541.20257139206, optimization time, 0
Random seed, 8, training time, 21429.083388328552, optimization time, 0
Random seed, 39, training time, 21262.310667037964, optimization time, 0
Random seed, 21, training time, 21436.282098293304, optimization time, 0
Random seed, 27, training time, 21719.730446338654, optimization time, 0
Random seed, 38, training time, 21993.405556201935, optimization time, 0
Random seed, 12, training time, 22555.779670000076, optimization time, 0
Random seed, 18, training time, 22878.618683815002, optimization time, 0
Random seed, 25, training time, 22851.912744998932, optimization time, 0
Random seed, 14, training time, 23042.737397432327, optimization time, 0
Random seed, 19, training time, 23170.339316368103, optimization time, 0
Random seed, 40, training time, 23319.38700246811, optimization time, 0
Random seed, 1, training time, 23672.68258881569, optimization time, 0
Random seed, 32, training time, 23635.18091583252, optimization time, 0
Random seed, 28, training time, 24182.743637800217, optimization time, 0
Random seed, 2, training time, 24803.119562387466, optimization time, 0
Random seed, 7, training time, 24820.229865074158, optimization time, 0
Random seed, 44, training time, 26174.558947086334, optimization time, 0
Random seed, 22, training time, 26308.588770866394, optimization time, 0
Random seed, 48, training time, 28198.206414937973, optimization time, 0
Random seed, 11, training time, 28648.12147808075, optimization time, 0
Random seed, 30, training time, 29019.7781894207, optimization time, 0
Random seed, 46, training time, 29638.203733205795, optimization time, 0
Random seed, 33, training time, 29617.378992557526, optimization time, 0
Random seed, 16, training time, 32560.34618639946, optimization time, 0
Random seed, 29, training time, 34484.739718198776, optimization time, 0
Random seed, 20, training time, 35342.70217680931, optimization time, 0
