Random seed, 26, training time, 81.0920717716217, optimization time, 463.2750141620636
Random seed, 1, training time, 143.09613847732544, optimization time, 842.6755359172821
Random seed, 12, training time, 94.41967868804932, optimization time, 805.3363678455353
Random seed, 28, training time, 79.26549649238586, optimization time, 872.4108147621155
Random seed, 9, training time, 116.10633516311646, optimization time, 972.0836381912231
Random seed, 16, training time, 106.50579309463501, optimization time, 1013.2437283992767
Random seed, 10, training time, 110.06440544128418, optimization time, 1070.526982307434
Random seed, 24, training time, 122.37344455718994, optimization time, 1115.9170858860016
Random seed, 7, training time, 119.98926091194153, optimization time, 1153.1578047275543
Random seed, 17, training time, 96.71782946586609, optimization time, 1176.8125505447388
Random seed, 13, training time, 69.5046181678772, optimization time, 1232.6081285476685
Random seed, 30, training time, 90.97192049026489, optimization time, 1224.8834574222565
Random seed, 20, training time, 102.07489943504333, optimization time, 1223.64581656456
Random seed, 5, training time, 101.18716979026794, optimization time, 1211.6492328643799
Random seed, 23, training time, 80.67552089691162, optimization time, 1326.3556299209595
Random seed, 2, training time, 72.39862871170044, optimization time, 1332.5768539905548
Random seed, 6, training time, 137.88763809204102, optimization time, 1258.8296904563904
Random seed, 27, training time, 99.08527374267578, optimization time, 1403.5394785404205
Random seed, 14, training time, 88.0786726474762, optimization time, 1470.1172428131104
Random seed, 8, training time, 69.45023036003113, optimization time, 1485.5532784461975
Random seed, 19, training time, 107.19249677658081, optimization time, 1476.7811033725739
Random seed, 3, training time, 99.8221218585968, optimization time, 1504.8893785476685
Random seed, 18, training time, 107.0446925163269, optimization time, 1616.7375395298004
Random seed, 25, training time, 85.20402932167053, optimization time, 1605.5798978805542
Random seed, 21, training time, 125.07362914085388, optimization time, 1624.5396747589111
Random seed, 4, training time, 105.85585951805115, optimization time, 1716.0869014263153
Random seed, 29, training time, 113.55711388587952, optimization time, 1766.5334639549255
Random seed, 11, training time, 99.2388048171997, optimization time, 1831.7523787021637
Random seed, 15, training time, 115.42493629455566, optimization time, 1935.6819489002228
Random seed, 22, training time, 134.66669464111328, optimization time, 2470.227883577347
