Random seed, 12, training time, 6086.6046667099, optimization time, 0
Random seed, 19, training time, 6471.096815824509, optimization time, 0
Random seed, 26, training time, 7418.723282337189, optimization time, 0
Random seed, 30, training time, 7235.84614944458, optimization time, 0
Random seed, 7, training time, 7710.1961081027985, optimization time, 0
Random seed, 13, training time, 7836.019407510757, optimization time, 0
Random seed, 23, training time, 8363.814511537552, optimization time, 0
Random seed, 28, training time, 8883.798720359802, optimization time, 0
Random seed, 5, training time, 8868.241367816925, optimization time, 0
Random seed, 9, training time, 9918.47377038002, optimization time, 0
Random seed, 17, training time, 9730.443047761917, optimization time, 0
Random seed, 10, training time, 9836.138585805893, optimization time, 0
Random seed, 25, training time, 10831.444299459457, optimization time, 0
Random seed, 20, training time, 11010.312096595764, optimization time, 0
Random seed, 6, training time, 11043.658641338348, optimization time, 0
Random seed, 2, training time, 11117.320309400558, optimization time, 0
Random seed, 1, training time, 11804.455594062805, optimization time, 0
Random seed, 24, training time, 12148.22099351883, optimization time, 0
Random seed, 29, training time, 12477.211251735687, optimization time, 0
Random seed, 27, training time, 12655.854611158371, optimization time, 0
Random seed, 14, training time, 13389.718579769135, optimization time, 0
Random seed, 11, training time, 13299.070484161377, optimization time, 0
Random seed, 3, training time, 13843.660303115845, optimization time, 0
Random seed, 4, training time, 14342.143196582794, optimization time, 0
Random seed, 16, training time, 14444.712323188782, optimization time, 0
Random seed, 8, training time, 17388.775844573975, optimization time, 0
Random seed, 15, training time, 19140.929606199265, optimization time, 0
Random seed, 18, training time, 19520.52111506462, optimization time, 0
Random seed, 21, training time, 22697.32686328888, optimization time, 0
Random seed, 22, training time, 41751.65936231613, optimization time, 0
