Random seed, 6
Random seed, 24
Random seed, 12
Random seed, 4
Random seed, 10
Random seed, 13
Random seed, 18
Random seed, 20
Random seed, 17
Random seed, 1
Random seed, 8
Random seed, 22
Random seed, 5
Random seed, 2
nodes, 10.0, edges, 10.0, epochs, 100, time, 712.6121118068695
Random seed, 23
nodes, 10.0, edges, 12.0, epochs, 100, time, 690.7930860519409
Random seed, 28
nodes, 10.0, edges, 11.0, epochs, 100, time, 698.4996802806854
Random seed, 3
nodes, 10.0, edges, 16.0, epochs, 100, time, 818.8290486335754
Random seed, 26
nodes, 10.0, edges, 11.0, epochs, 100, time, 788.1037883758545
Random seed, 29
nodes, 10.0, edges, 12.0, epochs, 100, time, 822.9125044345856
Random seed, 27
nodes, 10.0, edges, 13.0, epochs, 100, time, 833.0871758460999
Random seed, 15
nodes, 10.0, edges, 12.0, epochs, 100, time, 861.3731164932251
Random seed, 9
nodes, 10.0, edges, 13.0, epochs, 100, time, 947.9471011161804
Random seed, 30
nodes, 10.0, edges, 13.0, epochs, 100, time, 922.3819336891174
Random seed, 25
nodes, 10.0, edges, 14.0, epochs, 100, time, 956.3997688293457
Random seed, 21
nodes, 10.0, edges, 11.0, epochs, 100, time, 977.078527212143
Random seed, 19
nodes, 10.0, edges, 13.0, epochs, 100, time, 1063.7717428207397
Random seed, 7
nodes, 10.0, edges, 14.0, epochs, 100, time, 1115.7799143791199
Random seed, 14
nodes, 10.0, edges, 16.0, epochs, 100, time, 1083.189802646637
Random seed, 16
nodes, 10.0, edges, 15.0, epochs, 100, time, 1169.4417157173157
Random seed, 11
nodes, 10.0, edges, 17.0, epochs, 100, time, 1370.9601714611053
