Random seed, 14
nodes, 30.0, edges, 54.0, epochs, 10, time, 227.79920649528503
Random seed, 2
nodes, 30.0, edges, 51.0, epochs, 10, time, 349.64656376838684
Random seed, 4
nodes, 30.0, edges, 47.0, epochs, 20, time, 425.5888934135437
Random seed, 16
nodes, 30.0, edges, 50.0, epochs, 10, time, 414.5826151371002
Random seed, 10
nodes, 30.0, edges, 49.0, epochs, 15, time, 448.7468206882477
Random seed, 6
nodes, 30.0, edges, 49.0, epochs, 15, time, 449.00897336006165
Random seed, 20
nodes, 30.0, edges, 51.0, epochs, 15, time, 500.3217878341675
Random seed, 9
nodes, 30.0, edges, 59.0, epochs, 10, time, 522.0478086471558
Random seed, 12
nodes, 30.0, edges, 60.0, epochs, 15, time, 533.7650909423828
Random seed, 19
nodes, 30.0, edges, 41.0, epochs, 25, time, 523.5536584854126
Random seed, 8
nodes, 30.0, edges, 59.0, epochs, 20, time, 536.1145503520966
Random seed, 3
nodes, 30.0, edges, 55.0, epochs, 15, time, 578.0511019229889
Random seed, 7
nodes, 30.0, edges, 43.0, epochs, 25, time, 647.7429368495941
Random seed, 11
nodes, 30.0, edges, 52.0, epochs, 15, time, 653.2175471782684
Random seed, 17
nodes, 30.0, edges, 54.0, epochs, 15, time, 642.0818045139313
Random seed, 18
nodes, 30.0, edges, 58.0, epochs, 15, time, 699.8239843845367
Random seed, 5
nodes, 30.0, edges, 45.0, epochs, 25, time, 738.7496943473816
Random seed, 1
nodes, 30.0, edges, 53.0, epochs, 40, time, 982.2364363670349
Random seed, 15
nodes, 30.0, edges, 61.0, epochs, 25, time, 907.036422252655
Random seed, 13
nodes, 30.0, edges, 44.0, epochs, 55, time, 1250.3877401351929
Random seed, 4
Random seed, 7
Random seed, 1
Random seed, 5
Random seed, 10
Random seed, 2
Random seed, 6
Random seed, 8
Random seed, 3
Random seed, 9
