nodes, 20.0, edges, 42.0, epochs, -1, time, 42.89018392562866
nodes, 20.0, edges, 42.0, epochs, 0, time, 21.282377243041992
nodes, 20.0, edges, 42.0, epochs, 1, time, 25.59864091873169
nodes, 20.0, edges, 42.0, epochs, 2, time, 45.9506630897522
nodes, 20.0, edges, 42.0, epochs, 3, time, 48.88395428657532
nodes, 20.0, edges, 42.0, epochs, 4, time, 41.34077763557434
nodes, 20.0, edges, 42.0, epochs, 5, time, 55.69314408302307
nodes, 20.0, edges, 42.0, epochs, 6, time, 62.78157424926758
nodes, 20.0, edges, 42.0, epochs, 7, time, 50.259527921676636
nodes, 20.0, edges, 42.0, epochs, 8, time, 54.54853343963623
nodes, 20.0, edges, 42.0, epochs, 9, time, 70.1975269317627
nodes, 20.0, edges, 42.0, epochs, 10, time, 53.98548221588135
nodes, 20.0, edges, 42.0, epochs, 11, time, 53.40845608711243
nodes, 20.0, edges, 42.0, epochs, 12, time, 53.57668900489807
nodes, 20.0, edges, 42.0, epochs, 13, time, 41.98841071128845
nodes, 20.0, edges, 42.0, epochs, 14, time, 62.4200177192688
nodes, 20.0, edges, 42.0, epochs, 15, time, 54.802290201187134
nodes, 20.0, edges, 42.0, epochs, 16, time, 61.996819496154785
nodes, 20.0, edges, 42.0, epochs, 17, time, 60.25767731666565
nodes, 20.0, edges, 42.0, epochs, 18, time, 76.9244532585144
nodes, 20.0, edges, 42.0, epochs, 19, time, 58.52813673019409
nodes, 20.0, edges, 43.0, epochs, -1, time, 23.113550424575806
nodes, 20.0, edges, 43.0, epochs, 0, time, 26.869223594665527
nodes, 20.0, edges, 43.0, epochs, 1, time, 48.53104782104492
nodes, 20.0, edges, 43.0, epochs, 2, time, 25.988530158996582
nodes, 20.0, edges, 43.0, epochs, 3, time, 26.959187269210815
nodes, 20.0, edges, 43.0, epochs, 4, time, 32.91431546211243
nodes, 20.0, edges, 43.0, epochs, 5, time, 29.113959550857544
nodes, 20.0, edges, 43.0, epochs, 6, time, 30.504534244537354
nodes, 20.0, edges, 43.0, epochs, 7, time, 32.01395773887634
nodes, 20.0, edges, 43.0, epochs, 8, time, 31.195698261260986
nodes, 20.0, edges, 43.0, epochs, 9, time, 31.33868408203125
nodes, 20.0, edges, 43.0, epochs, 10, time, 31.923163414001465
nodes, 20.0, edges, 43.0, epochs, 11, time, 26.92069101333618
nodes, 20.0, edges, 43.0, epochs, 12, time, 29.682161331176758
nodes, 20.0, edges, 43.0, epochs, 13, time, 30.921106815338135
nodes, 20.0, edges, 43.0, epochs, 14, time, 31.26635193824768
nodes, 20.0, edges, 43.0, epochs, 15, time, 30.50395631790161
nodes, 20.0, edges, 43.0, epochs, 16, time, 29.28180432319641
nodes, 20.0, edges, 43.0, epochs, 17, time, 28.50139045715332
nodes, 20.0, edges, 43.0, epochs, 18, time, 30.462409257888794
nodes, 20.0, edges, 43.0, epochs, 19, time, 33.77287197113037
nodes, 20.0, edges, 48.0, epochs, -1, time, 122.13164830207825
nodes, 20.0, edges, 48.0, epochs, 0, time, 31.951136827468872
nodes, 20.0, edges, 48.0, epochs, 1, time, 35.957064390182495
nodes, 20.0, edges, 48.0, epochs, 2, time, 90.59468030929565
nodes, 20.0, edges, 48.0, epochs, 3, time, 77.67806720733643
nodes, 20.0, edges, 48.0, epochs, 4, time, 96.3094482421875
nodes, 20.0, edges, 48.0, epochs, 5, time, 87.26655411720276
nodes, 20.0, edges, 48.0, epochs, 6, time, 72.55185103416443
nodes, 20.0, edges, 48.0, epochs, 7, time, 83.74248576164246
nodes, 20.0, edges, 48.0, epochs, 8, time, 67.38492965698242
nodes, 20.0, edges, 48.0, epochs, 9, time, 82.43711638450623
nodes, 20.0, edges, 48.0, epochs, 10, time, 80.88963747024536
nodes, 20.0, edges, 48.0, epochs, 11, time, 79.53946089744568
nodes, 20.0, edges, 48.0, epochs, 12, time, 77.29239511489868
nodes, 20.0, edges, 48.0, epochs, 13, time, 73.53865766525269
