nodes, 15.0, edges, 31.0, epochs, -1, time, 145.7523353099823
nodes, 15.0, edges, 31.0, epochs, 0, time, 157.20607113838196
nodes, 15.0, edges, 31.0, epochs, 1, time, 157.19017481803894
nodes, 15.0, edges, 31.0, epochs, 2, time, 158.75111556053162
nodes, 15.0, edges, 31.0, epochs, 3, time, 155.02811884880066
nodes, 15.0, edges, 31.0, epochs, 4, time, 150.5229775905609
nodes, 15.0, edges, 31.0, epochs, 5, time, 148.72807836532593
nodes, 15.0, edges, 31.0, epochs, 6, time, 147.4416069984436
nodes, 15.0, edges, 31.0, epochs, 7, time, 148.16495633125305
nodes, 15.0, edges, 31.0, epochs, 8, time, 147.2397584915161
nodes, 15.0, edges, 31.0, epochs, 9, time, 147.20382118225098
nodes, 15.0, edges, 31.0, epochs, 10, time, 147.8656346797943
nodes, 15.0, edges, 31.0, epochs, 11, time, 147.77193450927734
nodes, 15.0, edges, 31.0, epochs, 12, time, 148.9810929298401
nodes, 15.0, edges, 31.0, epochs, 13, time, 148.82547903060913
nodes, 15.0, edges, 31.0, epochs, 14, time, 147.36245036125183
nodes, 15.0, edges, 31.0, epochs, 15, time, 147.26000571250916
nodes, 15.0, edges, 31.0, epochs, 16, time, 146.71954798698425
nodes, 15.0, edges, 31.0, epochs, 17, time, 147.1063313484192
nodes, 15.0, edges, 31.0, epochs, 18, time, 146.6612811088562
nodes, 15.0, edges, 31.0, epochs, 19, time, 146.17692708969116
nodes, 15.0, edges, 19.0, epochs, -1, time, 66.16053581237793
nodes, 15.0, edges, 19.0, epochs, 0, time, 61.528663635253906
nodes, 15.0, edges, 19.0, epochs, 1, time, 61.344520568847656
nodes, 15.0, edges, 19.0, epochs, 2, time, 87.20495462417603
nodes, 15.0, edges, 19.0, epochs, 3, time, 79.23293375968933
nodes, 15.0, edges, 19.0, epochs, 4, time, 97.06409239768982
nodes, 15.0, edges, 19.0, epochs, 5, time, 77.45744824409485
nodes, 15.0, edges, 19.0, epochs, 6, time, 86.21591520309448
nodes, 15.0, edges, 19.0, epochs, 7, time, 77.81490349769592
nodes, 15.0, edges, 19.0, epochs, 8, time, 78.63867044448853
nodes, 15.0, edges, 19.0, epochs, 9, time, 76.93705320358276
nodes, 15.0, edges, 19.0, epochs, 10, time, 75.35546684265137
nodes, 15.0, edges, 19.0, epochs, 11, time, 73.32980585098267
nodes, 15.0, edges, 19.0, epochs, 12, time, 80.53128218650818
nodes, 15.0, edges, 19.0, epochs, 13, time, 79.13838696479797
nodes, 15.0, edges, 19.0, epochs, 14, time, 81.6184561252594
nodes, 15.0, edges, 19.0, epochs, 15, time, 87.18870973587036
nodes, 15.0, edges, 19.0, epochs, 16, time, 74.83904433250427
nodes, 15.0, edges, 19.0, epochs, 17, time, 79.66618943214417
nodes, 15.0, edges, 19.0, epochs, 18, time, 81.31245589256287
nodes, 15.0, edges, 19.0, epochs, 19, time, 76.86307120323181
