Random seed, 5
Random seed, 4
Random seed, 1
Random seed, 8
Random seed, 3
Random seed, 10
Random seed, 6
Random seed, 3
nodes, 50.0, edges, 237.0, epochs, 50, time, 4692.108290910721
Random seed, 6
nodes, 50.0, edges, 258.0, epochs, 50, time, 5004.040504455566
Random seed, 4
nodes, 50.0, edges, 252.0, epochs, 50, time, 5412.786481380463
Random seed, 5
nodes, 50.0, edges, 211.0, epochs, 50, time, 6163.39774107933
Random seed, 1
nodes, 50.0, edges, 251.0, epochs, 50, time, 6430.438297748566
Random seed, 9
nodes, 50.0, edges, 251.0, epochs, 50, time, 6627.944185495377
Random seed, 8
nodes, 50.0, edges, 285.0, epochs, 50, time, 6752.03946352005
Random seed, 2
nodes, 50.0, edges, 269.0, epochs, 50, time, 8976.628212690353
Random seed, 7
nodes, 50.0, edges, 253.0, epochs, 50, time, 9644.245667934418
Random seed, 10
